edge_id,from_node,to_node,edge_type,Regulator,tap_column,R_full,X_full,u_idx,v_idx
159,l2673322.2,l2859391.2,line,,,0.055417310982,0.0442610157341,12.0,3629.0
160,l2673322.2,l2914323.2,line,,,0.4263118401932498,0.2372558747352667,12.0,1279.0
161,l2673322.2,l3160102.2,line,,,2.1910423187396098,1.2114034676601004,12.0,2617.0
162,l2673323.3,l2710525.3,line,,,0.27147526032116,0.150919384313012,624.0,3800.0
163,l2673323.3,l2746587.3,line,,,0.5144083229736998,0.2797032536126997,624.0,2321.0
164,l2673323.3,l3120484.3,line,,,2.1348284149082577,1.3924677674195358,624.0,1517.0
165,l2673323.3,l3122817.3,line,,,1.6255656251753998,0.8902858793640979,624.0,601.0
166,l2673323.3,l3122818.3,line,,,1.0150962842016598,0.5740738985123437,624.0,3653.0
167,l2673323.3,l3160103.3,line,,,2.78216026559344,1.775139465684346,624.0,2342.0
168,l2673323.3,l3177881.3,line,,,0.8290750760568599,0.4603296764511889,624.0,2624.0
169,l2673326.2,l2691938.2,line,,,0.07414208653254,0.04137569918064,1861.0,3025.0
170,l2673326.2,l2801896.2,line,,,0.2354991445583399,0.1314225457934399,1861.0,1440.0
171,l2673331.2,l2691966.2,line,,,0.92400458792958,0.5547991065622877,2330.0,3674.0
172,l2673331.2,l2804272.2,line,,,0.3038240895894999,0.2137080712112838,2330.0,582.0
173,l2673331.2,l2973171.2,line,,,1.07218512959412,0.6445749843776526,2330.0,1613.0
174,l2673331.2,l3082983.2,line,,,1.12401889809334,0.6668609422224476,2330.0,3673.0
175,l2673331.2,l3085410.2,line,,,0.59504611577856,0.3842864688551078,2330.0,3217.0
176,l2673331.2,l3160115.2,line,,,0.75561159625962,0.4556480295088099,2330.0,2710.0
177,l2673331.2,l3176660.2,line,,,0.7491283059593401,0.4810029835330778,2330.0,3437.0
178,l2673331.2,l3235273.2,line,,,1.36314865171632,0.7998676436101274,2330.0,2057.0
179,l2673331.2,l3254227.2,line,,,0.5169884005563401,0.3270129118807478,2330.0,861.0
180,l2673331.2,l3254229.2,line,,,0.7954980873197999,0.4792157448946398,2330.0,3359.0
181,l2673343.2,l2804248.2,line,,,1.1231983913326802,0.6371015835538849,3443.0,3502.0
182,l2673343.2,l2897765.2,line,,,1.3247735256763802,0.7393025128420799,3443.0,1086.0
183,l2673343.2,l2935553.2,line,,,0.62399854491948,0.34775885391633,3443.0,18.0
184,l2673346.3,l2766750.3,line,,,1.14434204436245,0.628821030783557,2500.0,892.0
185,l2673346.3,l3048230.3,line,,,0.8581811201872699,0.474985833646783,2500.0,3106.0
186,l2673346.3,l3104157.3,line,,,0.79100678425784,0.4493193574646109,2500.0,2095.0
187,l2673346.3,l3178997.3,line,,,1.54416539996986,0.8480547688649679,2500.0,2970.0
188,l2673346.3,l3214055.3,line,,,2.2912468130320103,1.2559410199939338,2500.0,771.0
189,l2673346.3,l3216370.3,line,,,0.35510463397892,0.194638204217117,2500.0,1894.0
190,l2674027.2,l3179646.2,line,,,0.02047336045271,0.054830687970135,297.0,2914.0
191,l2674027.2,regxfmr_190-8581.2,line,,,0.0285412786460639,0.076437766400184,297.0,3794.0
192,l2674047.3,l2692655.3,line,,,0.01653307326216,0.04211011450932,1901.0,1769.0
193,l2674047.3,l2767408.3,line,,,0.1772936547760259,0.2059314032921968,1901.0,2925.0
194,l2674047.3,l2955077.3,line,,,0.1669501654804839,0.4236788547062179,1901.0,2187.0
195,l2674047.3,l3067507.3,line,,,0.0972344379453249,0.2205958692182738,1901.0,932.0
196,l2674047.3,l3104853.3,line,,,0.134301396409566,0.1819391630888369,1901.0,2490.0
197,l2674047.3,q16483.3,line,,,0.2019511343747779,0.5123400753222088,1901.0,3487.0
198,l2674051.1,l2692654.1,line,,,0.3750825018578829,0.5367939401195325,303.0,737.0
199,l2674051.1,l2955081.1,line,,,0.1657186390369689,0.1889420751695388,303.0,335.0
200,l2674051.1,l2989565.1,line,,,0.1379763419985,0.1101997360736748,303.0,3192.0
201,l2674051.1,l2992624.1,line,,,0.279962338127274,0.4818277211080686,303.0,3456.0
202,l2674052.3,l2842390.3,line,,,0.1479097317591,0.118133392772205,3372.0,2920.0
203,l2674052.3,l3198356.3,line,,,0.4860258159231,0.3881818858504047,3372.0,2534.0
204,l2684420.2,l2785512.2,line,,,0.37848385321945,0.211145709565345,1243.0,2088.0
205,l2684420.2,l2897765.2,line,,,0.3381545026028799,0.1883965702596759,1243.0,1086.0
206,l2684420.2,l2916603.2,line,,,0.2663794173568599,0.1483417987433558,1243.0,3480.0
207,l2684420.2,l3048199.2,line,,,1.4883471335342997,0.8305863262487999,1243.0,2372.0
208,l2684420.2,l3122810.2,line,,,0.22740773779416,0.1479987017384399,1243.0,2120.0
209,l2684420.2,l3197624.2,line,,,0.99367063241706,0.55452738241296,1243.0,3616.0
210,l2684420.2,l3254203.2,line,,,1.5835542427671,0.96324475242025,1243.0,3591.0
211,l2685805.1,l2710516.1,line,,,3.006601911862121,1.6790815701546102,547.0,2428.0
212,l2685805.1,l2710536.1,line,,,1.0268774764179298,0.7297944676784528,547.0,3278.0
213,l2685805.1,l2766720.1,line,,,1.23438178820872,0.7077932829581689,547.0,1950.0
214,l2685805.1,l2766748.1,line,,,1.1719894939561797,0.8845305815796028,547.0,3792.0
215,l2685805.1,l2804262.1,line,,,1.699631593341489,1.559419591587651,547.0,452.0
216,l2685805.1,l2858166.1,line,,,2.3951694723966983,2.5766908843719643,547.0,573.0
217,l2685805.1,l2876813.1,line,,,1.512644679924429,1.2840274941915912,547.0,3128.0
218,l2685805.1,l2876814.1,line,,,0.3443196193969,0.217645560069665,547.0,1089.0
219,l2685805.1,l2972930.1,line,,,2.675348908053288,2.6284163052817555,547.0,2829.0
220,l2685805.1,l2973165.1,line,,,1.7277270978905488,1.5750985561126112,547.0,1813.0
221,l2685805.1,l2991909.1,line,,,0.9913217202267598,0.6387395690395947,547.0,2547.0
222,l2685805.1,l3197638.1,line,,,1.3324699666054791,1.0127040457748178,547.0,2043.0
223,l2685805.1,l3215340.1,line,,,4.990716609320462,2.9370101008231235,547.0,2753.0
224,l2685805.1,l3216123.1,line,,,2.847269120172108,2.723217446268285,547.0,1340.0
225,l2685805.1,l3632979.1,line,,,2.9153179349974607,1.6456352028029502,547.0,3561.0
226,l2685805.1,l3649297.1,line,,,1.9133415145758683,1.9075406269036363,547.0,3091.0
227,l2685809.1,l2726973.1,line,,,1.0337898348211725,0.8685551633395308,3766.0,1680.0
228,l2685809.1,l2841635.1,line,,,0.963655451775383,0.5519962132444517,3766.0,1548.0
229,l2685809.1,l2858166.1,line,,,0.0848549225603768,0.1127955772784449,3766.0,573.0
230,l2685809.1,l2954353.1,line,,,0.046709115266723,0.0473705162425779,3766.0,3429.0
231,l2685809.1,l3010568.1,line,,,0.257635507993793,0.311323995659808,3766.0,3495.0
232,l2685809.1,l3085401.1,line,,,0.112621643177273,0.139672795330922,3766.0,2805.0
233,l2685809.1,l3104129.1,line,,,0.4869916233440929,0.503401188778555,3766.0,3796.0
234,l2685809.1,l3141401.1,line,,,0.5264876617120929,0.5700373861369566,3766.0,2854.0
235,l2685809.1,l3729297.1,line,,,1.0863356330927922,0.8857350504556977,3766.0,3391.0
236,l2688692.2,l3047289.2,line,,,0.56854832381742,0.355668008701131,2506.0,2525.0
237,l2688692.2,l3104125.2,line,,,0.99873951532142,0.5506040234678609,2506.0,2204.0
238,l2688692.2,l3179678.2,line,,,0.5256429585494997,0.2912337409121908,2506.0,3555.0
239,l2688692.2,l3215385.2,line,,,0.52570057035642,0.321626826654431,2506.0,471.0
240,l2688693.3,l2804249.3,line,,,0.2634405849912,0.1440595713826198,1751.0,3250.0
241,l2688693.3,l3029498.3,line,,,0.32234433816357,0.176585882214825,1751.0,2263.0
242,l2689678.2,l2691942.2,line,,,0.2253382130613599,0.1497933381175399,1765.0,2951.0
243,l2689678.2,l2766732.2,line,,,0.5966976437829,0.4765738959898949,1765.0,436.0
244,l2689678.2,l2879065.2,line,,,0.300450237546,0.19171032043178,1765.0,3620.0
245,l2689678.2,l3197629.2,line,,,0.3473480700936,0.27742194854268,1765.0,1937.0
246,l2689691.1,l2876814.1,line,,,1.48381223987257,0.8097317251721868,2883.0,1089.0
247,l2689691.1,l3010563.1,line,,,0.65885356257134,0.374652774777646,2883.0,2481.0
248,l2689691.1,l3029500.1,line,,,1.1121248196309,0.65281384787266,2883.0,1157.0
249,l2689691.1,l3101789.1,line,,,0.4112642291704599,0.2368998988720039,2883.0,1122.0
250,l2689691.1,l3156034.1,line,,,0.87091038421516,0.4931100797062799,2883.0,1574.0
251,l2689691.1,l3178982.1,line,,,0.66828266589848,0.3950170877782349,2883.0,3221.0
252,l2689691.1,l3216346.1,line,,,1.01408678331162,0.5539043463816961,2883.0,955.0
253,l2690187.2,l2708744.2,line,,,0.0913944334438079,0.051586625285184,1756.0,455.0
254,l2690187.2,l3027670.2,line,,,0.1432946517504598,0.08088115683508,1756.0,2348.0
255,l2690868.3,l3047073.3,line,,,0.2235318154902359,0.126170178757128,3253.0,3138.0
256,l2690941.2,l3159037.2,line,,,0.24799963408038,0.13839856330608,2811.0,1401.0
257,l2690941.2,l3234185.2,line,,,0.3255395504891399,0.1816704538862399,2811.0,1390.0
258,l2691936.1,l3141389.1,line,,,0.1633193719422599,0.0889422979658109,433.0,3665.0
259,l2691936.1,l3197618.1,line,,,0.31781817720588,0.17736146781408,433.0,3567.0
260,l2691936.1,l3216336.1,line,,,0.1121176094781599,0.0625683022905599,433.0,418.0
261,l2691936.1,l3270814.1,line,,,0.20763481455798,0.1140358537524618,433.0,1217.0
262,l2691938.2,l2991901.2,line,,,0.1659256979718,0.0925964197487999,3025.0,1319.0
263,l2691938.2,l3216338.2,line,,,0.23003576391822,0.1283736540715198,3025.0,227.0
264,l2691939.2,l2822857.2,line,,,0.16837834806186,0.1074616890083949,1642.0,3183.0
265,l2691939.2,l2860478.2,line,,,0.10172587459672,0.05583896397068,1642.0,2125.0
266,l2691939.2,l2954338.2,line,,,0.1554771296351998,0.082804807680312,1642.0,687.0
267,l2691939.2,l3104114.2,line,,,0.19892910669864,0.1091953769451599,1642.0,504.0
268,l2691941.3,l3235241.3,line,,,0.173049064335,0.13821181907925,2349.0,2219.0
269,l2691942.2,l2729407.2,line,,,0.44216583703734,0.2467548664574398,2951.0,3651.0
270,l2691942.2,l2785520.2,line,,,0.8085984947508,0.4512461092128,2951.0,1732.0
271,l2691942.2,l2879065.2,line,,,0.32596650003216,0.1819087171545599,2951.0,3620.0
272,l2691942.2,l3119793.2,line,,,0.79734304805604,0.457592581705785,2951.0,3158.0
273,l2691942.2,l3197629.2,line,,,0.37286433257976,0.2676203452654599,2951.0,1937.0
274,l2691942.2,l3254211.2,line,,,0.6758371842648,0.376938877846442,2951.0,3021.0
275,l2691943.2,l3178974.2,line,,,0.4550769900339,0.2539600586424,897.0,1821.0
276,l2691943.2,l3448661.2,line,,,0.4721179406577,0.2965594192217149,897.0,2823.0
277,l2691944.1,l2710516.1,line,,,0.13972785139524,0.07669885848306,1132.0,2428.0
278,l2691945.3,l2841626.3,line,,,0.4448233968578398,0.2482379430854398,986.0,1294.0
279,l2691945.3,l2879073.3,line,,,0.2021934119741198,0.1119018683304498,986.0,1347.0
280,l2691945.3,l2954350.3,line,,,0.5859957377117999,0.3270205155887998,986.0,1161.0
281,l2691945.3,l3010567.3,line,,,0.2250771326164199,0.1252094249329499,986.0,3507.0
282,l2691945.3,l3178977.3,line,,,0.3448461898338599,0.1924447082817599,986.0,1475.0
283,l2691946.2,l3048196.2,line,,,0.93128922277818,0.540242651475335,3154.0,1678.0
284,l2691946.2,l3066818.2,line,,,3.2285416919192804,1.811745061236612,3154.0,2916.0
285,l2691946.2,l3104120.2,line,,,2.5567801842692,1.4356011156877704,3154.0,2855.0
286,l2691946.2,r18242.2,line,,,3.2521130084733705,1.8236153548871823,3154.0,308.0
287,l2691947.1,l3082992.1,line,,,0.20984697017842,0.1168720103585679,2981.0,2276.0
