node,mae_real_pu,mae_cvnn_pu,n_valid
l2897784.2,0.004923708736896515,0.004736367147415876,288
l2766732.2,0.0049235331825912,0.004736349917948246,288
l0247160.2,0.004923440050333738,0.00473545677959919,288
l2879065.2,0.004920165985822678,0.004732494242489338,288
l3197629.2,0.004919919651001692,0.004732133820652962,288
l2689678.2,0.004919538740068674,0.004732942208647728,288
l2860491.2,0.004918944556266069,0.004731824621558189,288
l2691942.2,0.0049184891395270824,0.004731183405965567,288
l2729407.2,0.004916980862617493,0.004729188978672028,288
l3139598.2,0.0049158139154314995,0.0047285654582083225,288
l2916625.2,0.00491560623049736,0.0047289542853832245,288
l3119793.2,0.004914508201181889,0.004728277679532766,288
l3254211.2,0.004912617150694132,0.004727909341454506,288
l2785520.2,0.004912019241601229,0.004725603386759758,288
l2841620.2,0.004907272756099701,0.004722224548459053,288
l3254212.2,0.004904455505311489,0.004720543045550585,288
l2785528.2,0.004904093686491251,0.004720186814665794,288
l2748130.2,0.004904008470475674,0.004720302298665047,288
l3178981.2,0.004900528583675623,0.004716082476079464,288
l3066818.2,0.004898274317383766,0.0047150845639407635,288
l3104120.2,0.004865171853452921,0.004688425455242395,288
l2785516.2,0.004776469897478819,0.004617994651198387,288
l2879752.2,0.004775995388627052,0.004621072672307491,288
l3142078.2,0.004775485023856163,0.004620611667633057,288
l2786273.2,0.004775291308760643,0.004618790466338396,288
l2805036.2,0.0047751860693097115,0.0046189152635633945,288
l3195318.2,0.004775184206664562,0.0046201664954423904,288
l2729405.2,0.004774192348122597,0.004618592094630003,288
l3179699.2,0.00477202795445919,0.0046188379637897015,288
l3048196.2,0.004771332256495953,0.0046158647164702415,288
l2673305.2,0.004771241452544928,0.004615774378180504,288
l2691946.2,0.004766210913658142,0.004613300319761038,288
l2764403.1,0.004661683924496174,0.004618345759809017,288
l2785537.1,0.004657435230910778,0.004617499653249979,288
l3178997.3,0.0046558678150177,0.004435666836798191,288
l2748157.1,0.004655616357922554,0.004618436098098755,288
l2897779.3,0.004654914606362581,0.004435589537024498,288
l2673346.3,0.00465447036549449,0.004433243535459042,288
l3214055.3,0.004654275253415108,0.004435818642377853,288
l3104157.3,0.0046534365974366665,0.004435032140463591,288
l3254205.3,0.004653195850551128,0.004435350187122822,288
l2991943.3,0.00465294998139143,0.004435086157172918,288
l2804261.3,0.004652288742363453,0.0044357203878462315,288
l2841637.3,0.004652151372283697,0.004435419570654631,288
l2766750.3,0.004651838913559914,0.004435108508914709,288
l3178980.3,0.004651618655771017,0.00443534879013896,288
l3048230.3,0.00465143658220768,0.004434775095432997,288
293471.3,0.004650418646633625,0.004434460308402777,288
l2991921.3,0.004650279879570007,0.004435067065060139,288
l3254220.3,0.004650191403925419,0.004430202301591635,288
l3216370.3,0.0046500214375555515,0.004432545974850655,288
l3254219.3,0.004649249371141195,0.004430036060512066,288
l3104134.3,0.0046480391174554825,0.004429738502949476,288
l2841638.3,0.004646912217140198,0.004425680264830589,288
l3197654.1,0.0046452730894088745,0.004604336339980364,288
l2860492.3,0.0046438733115792274,0.004425675608217716,288
l2710510.3,0.004632603842765093,0.004412340000271797,288
l3254210.3,0.0046324278227984905,0.004415228497236967,288
l3197628.3,0.004630377981811762,0.004412366542965174,288
l2766718.3,0.0046303411945700645,0.004408712033182383,288
l3066804.1,0.004620176274329424,0.0045850579626858234,288
l3141399.3,0.004619663115590811,0.0044001685455441475,288
l3235251.3,0.004619617480784655,0.0043993378058075905,288
l3197637.3,0.0046196007169783115,0.004401189740747213,288
l2673309.3,0.004619428887963295,0.004397903103381395,288
l3085400.3,0.004619237966835499,0.004400258883833885,288
l2785525.3,0.004619190469384193,0.004398009739816189,288
l3254231.1,0.004619121085852385,0.0045843846164643764,288
l3254230.1,0.004618928302079439,0.004584668204188347,288
l2973144.3,0.0046186866238713264,0.0043982043862342834,288
l2820533.1,0.004618645180016756,0.004582958295941353,288
l2954351.3,0.004618516191840172,0.004399972036480904,288
l2841626.3,0.004618343431502581,0.004399435594677925,288
l2879055.3,0.0046180919744074345,0.004397398326545954,288
l3235266.3,0.004617904778569937,0.004399979952722788,288
l2973150.1,0.004617863334715366,0.004584966693073511,288
l2897776.3,0.00461782980710268,0.0044003138318657875,288
l2785538.1,0.00461755832657218,0.004583147820085287,288
l3160105.3,0.0046172854490578175,0.0043994528241455555,288
l2879073.3,0.004617189057171345,0.004398139659315348,288
l3263051.3,0.004617121070623398,0.004397382959723473,288
l2841625.3,0.004616981837898493,0.004399429075419903,288
l3010565.3,0.004616962745785713,0.004397965036332607,288
l3010567.3,0.004616944119334221,0.004398880526423454,288
l2860487.3,0.0046169329434633255,0.0043999208137393,288
l3066801.3,0.004616817459464073,0.004397846758365631,288
l2954350.3,0.004616796039044857,0.004399786703288555,288
l2691945.3,0.004616604186594486,0.004398709628731012,288
l2748133.3,0.0046165320090949535,0.004400362726300955,288
l2785518.3,0.004616508260369301,0.004397670738399029,288
l2724120.3,0.004616432823240757,0.0043977596797049046,288
l2897793.1,0.004616396967321634,0.004583010450005531,288
l2954352.3,0.004616395570337772,0.00439783651381731,288
l2785524.3,0.004616391379386187,0.004398002289235592,288
l3085399.3,0.004616309888660908,0.004400068894028664,288
l3254215.3,0.0046163094229996204,0.0044001922942698,288
l3104126.3,0.004616298247128725,0.004397718235850334,288
l3010566.3,0.004616283345967531,0.00439937599003315,288
l2972704.3,0.004616269376128912,0.004397502169013023,288
l3178977.3,0.004616265185177326,0.004399436991661787,288
l3122819.3,0.004616246558725834,0.004400425124913454,288
l2860486.3,0.004616204183548689,0.004400267265737057,288
l2879076.3,0.004616100806742907,0.004397774580866098,288
l2897792.1,0.0046160463243722916,0.004581729881465435,288
l2691951.3,0.004615848883986473,0.004397602751851082,288
l3141388.3,0.0046156407333910465,0.0043977657333016396,288
l3216347.3,0.0046155103482306,0.004397516138851643,288
l2897775.3,0.004615450277924538,0.004398056771606207,288
l3626914.3,0.004615286830812693,0.004397584591060877,288
l2766717.3,0.0046151927672326565,0.0043980032205581665,288
l2991911.3,0.004615115467458963,0.004395702388137579,288
l2785523.3,0.004615115001797676,0.004397735930979252,288
l2691950.3,0.00461505725979805,0.0043976870365440845,288
l2841629.3,0.004614863079041243,0.004397553391754627,288
l3029503.3,0.004614842589944601,0.0043981014750897884,288
l2916609.3,0.004614744335412979,0.004397720098495483,288
l2841630.3,0.004613829310983419,0.004397608805447817,288
l2727795.3,0.004613704513758421,0.00439771031960845,288
l2973158.3,0.004608212038874626,0.004393280483782291,288
l2916620.1,0.004598141647875309,0.004564689472317696,288
l2748143.1,0.004571812227368355,0.004534400068223476,288
l2748144.1,0.004569144453853369,0.0045332214795053005,288
l3251854.1,0.00456757890060544,0.004535089712589979,288
l2729424.1,0.004567090887576342,0.004532789345830679,288
l3197652.1,0.0045652613043785095,0.004534468054771423,288
l3160114.1,0.004564844071865082,0.004534302279353142,288
l3104144.1,0.004564263857901096,0.004534201696515083,288
l3160098.1,0.0044938623905181885,0.00446496345102787,288
l2973148.1,0.004489358980208635,0.0044571333564817905,288
l2916602.1,0.004484475124627352,0.004458259791135788,288
l2785511.1,0.004440469201654196,0.004415024537593126,288
l3010557.1,0.00443953787907958,0.004415665753185749,288
l3157167.1,0.0044384668581187725,0.00441599590703845,288
l3157718.1,0.0044107940047979355,0.004386602900922298,288
l2897778.1,0.0043865893967449665,0.0041968184523284435,288
l3048214.1,0.004386516287922859,0.004198891576379538,288
l3195310.1,0.004386515356600285,0.004198627546429634,288
l3085402.1,0.004385916981846094,0.004198266658931971,288
l3048210.1,0.004384465515613556,0.004196154419332743,288
l2973164.1,0.0043842545710504055,0.004197810776531696,288
l3104132.1,0.0043839383870363235,0.004197783302515745,288
l2804252.1,0.004383832681924105,0.0041991048492491245,288
l2935559.1,0.004381976556032896,0.004198623821139336,288
l3104131.1,0.0043813795782625675,0.004195844288915396,288
l2991920.1,0.004378859419375658,0.004194212611764669,288
l3122824.1,0.004378738813102245,0.00419490784406662,288
l2748135.1,0.004378384444862604,0.004191711079329252,288
l2860489.1,0.0043782517313957214,0.004194232169538736,288
l3122825.1,0.004378217272460461,0.004193958360701799,288
l2991919.1,0.004377847071737051,0.004192805849015713,288
l3104135.1,0.004377361852675676,0.00419272156432271,288
l2729412.1,0.004376925993710756,0.004190058447420597,288
l2804259.1,0.004376437980681658,0.004191476386040449,288
l3010570.1,0.0043756598606705666,0.00419155927374959,288
l2763153.1,0.004363430198282003,0.004180021584033966,288
293471.1,0.004359561949968338,0.004173187538981438,288
l3027116.1,0.004358912352472544,0.004174565896391869,288
l2954354.1,0.004354735836386681,0.004167563747614622,288
l3010569.1,0.004354724194854498,0.0041673509404063225,288
l3029499.1,0.004354216158390045,0.004168842453509569,288
l2673321.1,0.004354141652584076,0.004167740698903799,288
l2748158.1,0.004352957010269165,0.004166317172348499,288
l2710519.1,0.004352611023932695,0.0041680485010147095,288
l3066819.1,0.004352583549916744,0.004167851526290178,288
l2766729.1,0.00435222964733839,0.004163270816206932,288
l3104133.1,0.004351871088147163,0.0041674780659377575,288
l2897772.1,0.004347948357462883,0.004167852457612753,288
l2785527.1,0.004347346257418394,0.004162942990660667,288
l3216370.1,0.004347175359725952,0.004163516219705343,288
l2691953.1,0.004342334344983101,0.00415714830160141,288
l3048211.1,0.004341951105743647,0.004157224670052528,288
l2897781.1,0.004338795784860849,0.0041529275476932526,288
l3122826.1,0.004338379949331284,0.004152761772274971,288
l2860491.1,0.004338214173913002,0.0041549308225512505,288
l3197644.1,0.004337696358561516,0.0041534025222063065,288
l2729411.1,0.004334797617048025,0.00415298156440258,288
l2991922.1,0.004333230666816235,0.00415008282288909,288
l3197645.1,0.004332896787673235,0.004148485139012337,288
l2991923.1,0.004330713301897049,0.004148861393332481,288
l2860490.1,0.004328044131398201,0.0041428301483392715,288
l3254218.1,0.004322645254433155,0.004140786826610565,288
l2710521.1,0.004321778658777475,0.004136041272431612,288
l2710520.1,0.0043216124176979065,0.004136321134865284,288
l3085396.1,0.004320172592997551,0.0041366941295564175,288
l3122813.1,0.0043192217126488686,0.00413597421720624,288
l3235256.1,0.0043119583278894424,0.0041297245770692825,288
l3197630.1,0.004303580150008202,0.0041228244081139565,288
l2804251.1,0.00429252116009593,0.004112657159566879,288
l3085395.1,0.004288796801120043,0.004106659907847643,288
l3048206.1,0.0042771464213728905,0.0040968903340399265,288
l3104122.1,0.00426877848803997,0.004085741471499205,288
l3104113.1,0.004268335178494453,0.004086867440491915,288
l2748129.1,0.004267721436917782,0.004086432978510857,288
l2916627.1,0.004266757518053055,0.004086306318640709,288
l2804283.1,0.004266749136149883,0.004086693748831749,288
l2785519.1,0.004266650415956974,0.0040860301814973354,288
l3104121.1,0.004266263451427221,0.004086625762283802,288
l2973151.1,0.00426618754863739,0.00408583227545023,288
l3010556.1,0.004266083240509033,0.00408586673438549,288
l3195315.1,0.004263951443135738,0.004083988256752491,288
l2991907.1,0.004263749346137047,0.004082418978214264,288
l2748146.1,0.004263455048203468,0.004085126798599958,288
l2804253.1,0.004263110924512148,0.004084908869117498,288
l2673310.1,0.004262695554643869,0.004087002947926521,288
l2991913.1,0.004262513015419245,0.004083364270627499,288
l3235253.1,0.004260143730789423,0.004083298146724701,288
l2879064.1,0.004257135558873415,0.004082205705344677,288
l3048208.1,0.0042164442129433155,0.004043610766530037,288
l3234185.2,0.003954521380364895,0.004002707079052925,288
l2748124.2,0.003954245708882809,0.004002297297120094,288
l2690941.2,0.003949860110878944,0.004002923611551523,288
l2726975.2,0.003949741367250681,0.003999022301286459,288
l3065750.2,0.003949629608541727,0.004003485664725304,288
l2710513.2,0.003949307836592197,0.003994371742010117,288
l2710504.2,0.0039491597563028336,0.004000106826424599,288
l2691943.2,0.003948337398469448,0.003994708880782127,288
l3159037.2,0.003946783021092415,0.00400242954492569,288
l2879077.2,0.003945708740502596,0.003989824093878269,288
l2991916.2,0.0039456370286643505,0.003991415724158287,288
l2710512.2,0.003945435397326946,0.003989419899880886,288
l3448661.2,0.0039453282952308655,0.003994608297944069,288
l2710508.2,0.003944882657378912,0.003992537036538124,288
l2973180.2,0.003944712225347757,0.003989550285041332,288
l2991915.2,0.003944667521864176,0.003992417361587286,288
l2954346.2,0.003944499418139458,0.003993237391114235,288
l3254203.2,0.003944355063140392,0.003992273472249508,288
l3048199.2,0.003943996503949165,0.00399255333468318,288
l3178974.2,0.0039434973150491714,0.0039943209849298,288
l3048209.2,0.003943479619920254,0.003993012011051178,288
l3160104.2,0.003943273797631264,0.0039882538840174675,288
l2673320.2,0.003943243063986301,0.003992459736764431,288
l3197624.2,0.003942938521504402,0.003992423415184021,288
l2710505.2,0.003942776937037706,0.00399398896843195,288
l3029183.2,0.003942687530070543,0.003992334008216858,288
l2822860.2,0.003942274488508701,0.003993325401097536,288
l2860480.2,0.003942078910768032,0.003993052523583174,288
l2841634.2,0.003942033741623163,0.003992538433521986,288
l3254214.2,0.003942015115171671,0.003985713701695204,288
l3216349.2,0.003940793685615063,0.003989270888268948,288
l2973149.2,0.003940539434552193,0.003987694624811411,288
l3029520.2,0.003940405789762735,0.003983338829129934,288
l3122810.2,0.003940145019441843,0.003987658303231001,288
l3085390.2,0.003939577378332615,0.003981240093708038,288
l2710546.2,0.003939334768801928,0.003983615897595882,288
l3214112.2,0.00393872894346714,0.003986171446740627,288
l2785512.2,0.003938472829759121,0.003987434785813093,288
l3235246.2,0.003938210662454367,0.003987567499279976,288
l2913406.2,0.003938164096325636,0.003981052897870541,288
l2684420.2,0.003937890287488699,0.003986760042607784,288
l2785547.2,0.003937750123441219,0.003982143476605415,288
l3139086.2,0.003936498425900936,0.003983119502663612,288
l2989432.2,0.003936441149562597,0.003976798616349697,288
l2804248.2,0.003936373628675938,0.003981039859354496,288
l3029504.2,0.003936296328902245,0.003977824468165636,288
l2916603.2,0.003935994580388069,0.003985558170825243,288
l2897765.2,0.003935260698199272,0.003983382601290941,288
l3046854.2,0.003934571519494057,0.003979421220719814,288
l2935568.2,0.00393412820994854,0.003982531372457743,288
l3160100.2,0.003933275118470192,0.003981609363108873,288
l3066830.2,0.003933170344680548,0.003977490123361349,288
l2691948.2,0.003933091182261705,0.003980656620115042,288
l2879071.2,0.003932347055524588,0.00397564796730876,288
l3197660.2,0.00393197126686573,0.003977569285780191,288
l2897800.2,0.003930710256099701,0.0039757913909852505,288
l2766722.2,0.003929990343749523,0.0039741904474794865,288
l3215549.2,0.0039297486655414104,0.00397044001147151,288
l2879066.2,0.003929181024432182,0.003966627176851034,288
l2673343.2,0.003927203826606274,0.003972660284489393,288
l2860483.2,0.003926763776689768,0.003966405987739563,288
l3048207.2,0.0039258915930986404,0.003967751748859882,288
l2841632.2,0.003925805911421776,0.0037824874743819237,288
l3141397.2,0.003925567027181387,0.003966702148318291,288
l2729427.2,0.003925553523004055,0.0039644017815589905,288
l2935553.2,0.0039252620190382,0.003969191573560238,288
l3160117.2,0.003924730699509382,0.003966732416301966,288
l3085397.2,0.003924346063286066,0.003968198783695698,288
l2860500.2,0.003924075979739428,0.003964524250477552,288
l3157710.2,0.0039239744655787945,0.003961510956287384,288
l2954349.2,0.0039239246398210526,0.003969880286604166,288
l3048203.2,0.00392363965511322,0.003965621814131737,288
l3010562.2,0.0039235567674040794,0.003964582458138466,288
l3235250.2,0.003921886440366507,0.0039598699659109116,288
l2748131.2,0.00392080657184124,0.00396248884499073,288
l3197635.2,0.003920642659068108,0.003958236891776323,288
l3066811.2,0.003919212147593498,0.003958436194807291,288
l3178975.2,0.00391877256333828,0.003958988469094038,288
l2973152.2,0.0039182547479867935,0.003958078101277351,288
l2804258.2,0.003918249625712633,0.003958209417760372,288
l2879068.2,0.003914257511496544,0.003950757440179586,288
l2710514.2,0.003914079628884792,0.0039514657109975815,288
l2860484.2,0.0039131734520196915,0.003946446813642979,288
l2879072.2,0.0039117345586419106,0.003946785349398851,288
l2991910.2,0.003911149222403765,0.003944287542253733,288
l3197632.2,0.003909558989107609,0.003946732264012098,288
l2860501.2,0.003909462131559849,0.0039444733411073685,288
l2822867.2,0.003908641170710325,0.003936243709176779,288
l3066813.2,0.003906558267772198,0.003939993213862181,288
l3216344.2,0.003903500270098448,0.003944110590964556,288
l2691967.2,0.0039028439205139875,0.0037639315705746412,288
l2879061.2,0.00390196917578578,0.0039367577992379665,288
l2897791.2,0.003901052288711071,0.0037588493432849646,288
l2954361.2,0.003899234114214778,0.003757951082661748,288
l2785535.2,0.0038991596084088087,0.0037591946311295033,288
l3254228.2,0.003899092087522149,0.0037580106873065233,288
l2916618.2,0.003898525843396783,0.003757928032428026,288
l2804269.2,0.0038984885904937983,0.00375734968110919,288
l2989564.2,0.003898143768310547,0.0037577711045742035,288
l2691949.2,0.0038981428369879723,0.003930667880922556,288
l3197636.2,0.0038978373631834984,0.003930583596229553,288
l3197653.2,0.003897656686604023,0.003758789040148258,288
l2726974.2,0.0038973328191787004,0.0037576754111796618,288
l3235252.2,0.0038971034809947014,0.0039296881295740604,288
l3160113.2,0.0038968888111412525,0.00375734968110919,288
l3104127.2,0.003896796377375722,0.0039305780082941055,288
l3029501.2,0.003895799396559596,0.003929723519831896,288
l2897774.2,0.0038952843751758337,0.003932369407266378,288
l2897789.2,0.0038952725008130074,0.0037582111544907093,288
l2935547.2,0.0038946957793086767,0.0037575331516563892,288
l2916617.2,0.003894629655405879,0.0037549445405602455,288
l2801902.2,0.0038937698118388653,0.0037531396374106407,288
l2916619.2,0.003892978886142373,0.003754477482289076,288
l3085391.2,0.0038927884306758642,0.003920445218682289,288
l2973156.2,0.003892771899700165,0.003921397030353546,288
l2991929.2,0.0038915888871997595,0.003754889825358987,288
l3102793.2,0.0038914440665394068,0.003755010198801756,288
l2804270.2,0.0038888247217983007,0.003751779207959771,288
l3231269.2,0.0038882989902049303,0.003909326158463955,288
l3082983.2,0.0038879220373928547,0.0037518953904509544,288
l3122835.2,0.0038878044579178095,0.0037534506991505623,288
l3104145.2,0.003887744387611747,0.003752137301489711,288
l2973171.2,0.003887112718075514,0.0037507982924580574,288
l2691938.2,0.003885450540110469,0.003907495178282261,288
l2801896.2,0.0038854230660945177,0.0039054760709404945,288
l3176660.2,0.0038853648584336042,0.003747495822608471,288
l2729409.2,0.0038848891854286194,0.003906702622771263,288
l2911069.2,0.0038848205003887415,0.003909241873770952,288
l3235273.2,0.0038848035037517548,0.003751167329028249,288
l2948732.2,0.003884761594235897,0.003909341990947723,288
l2991901.2,0.003884610254317522,0.003908573649823666,288
l2822873.2,0.003884317586198449,0.003746011294424534,288
l2804245.2,0.0038836756721138954,0.003904986660927534,288
l2822877.2,0.0038831739220768213,0.0039099762216210365,288
l2691966.2,0.0038831084966659546,0.003748856484889984,288
l2710530.2,0.0038830058183521032,0.0037456932477653027,288
l2991927.2,0.003882908495143056,0.003906637895852327,288
l3178988.2,0.003882563440129161,0.0037460546009242535,288
l3066826.2,0.0038824966177344322,0.003746406175196171,288
l3216338.2,0.0038824304938316345,0.003908554092049599,288
l3160108.2,0.003882267512381077,0.0039062490686774254,288
l3029510.2,0.0038819308392703533,0.003906292840838432,288
l3251806.2,0.0038819164037704468,0.0039059726987034082,288
l2973146.2,0.003881817916408181,0.00390853313729167,288
l2673326.2,0.0038815157022327185,0.0039074295200407505,288
l2729401.2,0.003880795557051897,0.003902965225279331,288
l2673331.2,0.0038805524818599224,0.003745752153918147,288
l2785536.2,0.0038805408403277397,0.0037462811451405287,288
l3085410.2,0.00388015853241086,0.003745696973055601,288
l3254229.2,0.0038800095207989216,0.0037460317835211754,288
l2841624.2,0.0038799813482910395,0.003906933590769768,288
l3178969.2,0.0038799557369202375,0.003902819473296404,288
l2748139.2,0.0038794076535850763,0.0039060686249285936,288
l2804272.2,0.0038792507257312536,0.0037453111726790667,288
l3315860.2,0.0038790213875472546,0.003900442738085985,288
l3160115.2,0.0038788514211773872,0.0037456867285072803,288
l3254227.2,0.0038787254597991705,0.0037435495760291815,288
l2916620.2,0.003878713818266988,0.0037474995478987694,288
l2935567.2,0.0038783575873821974,0.0037462832406163216,288
l2841641.2,0.003877847222611308,0.003745456924661994,288
l2860499.2,0.0038776202127337456,0.0037458629813045263,288
l2822857.2,0.00387452426366508,0.003894214052706957,288
l2783231.2,0.0038736648857593536,0.0037395358085632324,288
l2860479.2,0.0038735659327358007,0.003902922850102186,288
l3122812.2,0.003872992703691125,0.0039020730182528496,288
l2766715.2,0.0038724923506379128,0.003898365655913949,288
l3254206.2,0.003872448345646262,0.003898994065821171,288
l2860478.2,0.0038720304146409035,0.0038945944979786873,288
l3104114.2,0.0038720043376088142,0.0038923099637031555,288
l2954338.2,0.0038709682412445545,0.003895785193890333,288
l2691965.2,0.0038706494960933924,0.003736562095582485,288
l2822858.2,0.0038682115264236927,0.0038953099865466356,288
l3254234.2,0.0038681039586663246,0.0038890698924660683,288
l2820535.2,0.003867554944008589,0.0037343932781368494,288
l2691939.2,0.0038675342220813036,0.003894913475960493,288
l2785534.2,0.0038665905594825745,0.0037365229800343513,288
l3066814.2,0.0038659588899463415,0.0037294812500476837,288
l2935549.2,0.0038629919290542603,0.0038873229641467333,288
l2766742.2,0.0038624098524451256,0.003882654942572117,288
l2973178.2,0.0038601611740887165,0.0038822346832603216,288
l3029518.2,0.0038593332283198833,0.003882500110194087,288
l2766730.2,0.0038589495234191418,0.0038753454573452473,288
l2897807.2,0.0038581378757953644,0.00388234737329185,288
l2766749.2,0.0038575641810894012,0.0038793873973190784,288
l2710542.2,0.0038569835014641285,0.0038764493074268103,288
l2673322.2,0.0038567243609577417,0.003875301219522953,288
l2729430.2,0.0038555562496185303,0.0038777804002165794,288
l3254213.2,0.003855014918372035,0.003869161941111088,288
l2785522.2,0.003854864276945591,0.0038689635694026947,288
l2914323.2,0.003854856826364994,0.0038752597756683826,288
l2860506.2,0.003854825161397457,0.0038692366797477007,288
l2859391.2,0.003852599998936057,0.003875846741721034,288
l2766744.2,0.0038522970862686634,0.003869393141940236,288
l2673313.2,0.0038511501625180244,0.0038673223461955786,288
l2876798.2,0.003850179724395275,0.0038694264367222786,288
l3122815.2,0.0038501545786857605,0.003868565894663334,288
l2804257.2,0.003849621396511793,0.003868364728987217,288
l2785543.2,0.003849141299724579,0.003869377076625824,288
l2748152.2,0.0038491105660796165,0.003861849894747138,288
l2860485.2,0.0038490109145641327,0.0038689421489834785,288
l3008232.2,0.0038486395496875048,0.0038585555739700794,288
l3010580.2,0.0038480241782963276,0.0038694851100444794,288
l3216361.2,0.003847902873530984,0.0038649258203804493,288
l2729434.2,0.003847694955766201,0.0038651141803711653,288
l2731712.2,0.0038476367481052876,0.003869402687996626,288
l2804256.2,0.003844812512397766,0.003859905758872628,288
l3104124.2,0.0038445526733994484,0.0038595381192862988,288
l2804255.2,0.0038442504592239857,0.003867557505145669,288
l2879063.2,0.003844175487756729,0.003865365870296955,288
l3216342.2,0.0038437743205577135,0.003865009406581521,288
l2935556.2,0.003840393153950572,0.003859237302094698,288
l2954347.2,0.003840095829218626,0.00385876651853323,288
l3160102.2,0.0038389700930565596,0.003854908049106598,288
l2991939.2,0.003838225733488798,0.003858276642858982,288
l2764399.2,0.003837610362097621,0.0038589760661125183,288
l3216367.2,0.003837363561615348,0.0038612629286944866,288
l2673308.2,0.0038359861355274916,0.0038546547293663025,288
l3122816.2,0.003835526295006275,0.003849154571071267,288
l3197634.2,0.0038322648033499718,0.00384604767896235,288
l2729408.2,0.0038281769957393408,0.0038463138043880463,288
l3085398.2,0.0038261711597442627,0.003847136627882719,288
l3101782.1,0.003825274296104908,0.0038470120634883642,288
l2748781.1,0.003825159976258874,0.0038477603811770678,288
l2955047.1,0.0038242200389504433,0.0038454574532806873,288
l2748780.1,0.0038215022068470716,0.0038464267272502184,288
l3010560.2,0.003820945741608739,0.003842146135866642,288
l2823544.1,0.0038177305832505226,0.003845146857202053,288
l3235946.1,0.0038170507177710533,0.0038431936409324408,288
l2823545.1,0.003816751064732671,0.003847026964649558,288
l3011229.1,0.0038164241705089808,0.0038440439384430647,288
l3195321.1,0.003815978765487671,0.0038469177670776844,288
l3108449.1,0.0038133421912789345,0.0038420301862061024,288
l2767342.1,0.003813113085925579,0.0038459731731563807,288
l3122821.2,0.003812919370830059,0.0038318235892802477,288
l3027122.1,0.003812013892456889,0.0038396823219954967,288
l2822866.2,0.0038117459043860435,0.003833347698673606,288
l3065665.1,0.0038110283203423023,0.003842446021735668,288
l2822871.2,0.0038062739185988903,0.0038260507863014936,288
l3197646.2,0.0038038401398807764,0.0038199375849217176,288
l2729414.2,0.003802088089287281,0.003815994830802083,288
l2851933.2,0.0038015160243958235,0.003818855155259371,288
l2916610.2,0.0038010654971003532,0.0038184316363185644,288
l3207907.2,0.0038005474489182234,0.0038182586431503296,288
l2973167.2,0.003797907382249832,0.0038170735351741314,288
l3189189.2,0.00379775557667017,0.003817808348685503,288
l2814529.2,0.00379608990624547,0.0038187354803085327,288
l2822872.2,0.003795432625338435,0.003817398566752672,288
l3104136.2,0.003793786047026515,0.0038131235633045435,288
l3235258.2,0.003791005350649357,0.003814318450167775,288
l3160109.2,0.003790328511968255,0.0038105046842247248,288
l2820531.2,0.003789541544392705,0.003807462751865387,288
l3216345.2,0.0037893992848694324,0.0038040801882743835,288
l2879070.2,0.0037802921142429113,0.003802519291639328,288
