sample_id,node,node_idx,p_load_kw,q_load_kvar,q_capacitor_bank,FEEDER_REGA,FEEDER_REGB,FEEDER_REGC,VREG2_A,VREG2_B,VREG2_C,VREG3_A,VREG3_B,VREG3_C,VREG4_A,VREG4_B,VREG4_C
0,l2897775.3,118,4.32439209231,1.10445376614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,l2804269.2,122,4.33009724541,1.15338252878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2783231.2,130,4.39592220142,1.13216566401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2748143.1,131,4.15563078155,0.959639182899,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3251854.1,132,3.96158979299,0.996564191659,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2935549.2,139,6.47175171178,1.60487173392,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3235242.3,142,4.58704883583,1.18660580349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l3030199.3,149,4.34637870547,1.14929031995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2860487.3,156,2.71130483007,0.667812758306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,l3102286.2,164,13.0439723175,3.34370249651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,293471.1,168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,293471.2,169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01875,0.0
0,293471.3,170,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,l3198355.2,177,1.65354861151,0.442257824851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2860504.1,181,2.48546891756,0.581962800492,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2860493.1,182,3.98451758296,1.00858152731,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2935551.3,198,2.80692976622,0.672496961724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2879070.2,202,2.61387636556,0.632349069061,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3216345.2,205,6.60097143826,1.69707314313,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2991919.1,211,2.37734734575,0.587709514235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l3048227.1,222,3.92333404807,0.986574822997,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2785522.2,226,4.38462984003,1.1178071261,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3216338.2,227,4.20817495082,1.04608722681,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2973146.2,228,4.33204763435,1.02747540707,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2973164.1,230,1.56065401948,0.394734234473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l3120376.1,231,4.11828588296,1.00524120593,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3141393.3,236,4.59507720758,1.14358459666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l3216349.2,240,2.49620121183,0.666249196056,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2748132.1,242,2.41717733002,0.579049219235,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3122820.1,243,3.85860614221,0.974873787,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3141398.1,244,2.5009442425,0.580593133318,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3048968.3,246,6.57858788319,1.7182413836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2766746.3,249,4.44408833692,1.15209862827,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2973151.1,253,2.38959032536,0.589251444155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l3179682.3,254,2.72517488893,0.674603187733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2786274.3,255,4.54476430754,1.13320924241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3066816.1,256,2.30419631757,0.591745937552,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2766723.1,264,3.93810913545,1.03368408093,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3122822.1,265,3.92748224695,0.982049542699,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2673312.1,266,3.91402788352,1.00597177664,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3235247.1,267,2.32123182916,0.610818459827,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3254873.3,269,2.80614051965,0.639050781564,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2861157.3,270,4.47490216385,1.1489276304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2822873.2,279,1.76322385409,0.402767376132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2875754.3,281,9.42507081624,2.32257973244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2786204.3,282,6.59401946771,1.80147064322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2767340.1,288,11.999677339,3.12099969978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2767340.2,289,12.6701807495,3.36599555409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2767340.3,290,13.5274630091,3.51236825858,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2710546.2,295,4.31333677246,1.06991128954,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2674027.2,297,4.40831666284,1.11696719011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2692633.3,301,4.81387941407,1.14206171312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2674051.1,303,2.37114734942,0.571598215524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3097861.3,317,1.88329549312,0.442441246077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2973153.1,319,2.32025769472,0.59141289085,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2898515.3,325,4.66235144384,1.12587204098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3235250.2,328,1.77798738405,0.433990215505,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2955081.1,335,2.4220819129,0.598283900785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2973162.2,342,2.55824974454,0.70606448856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01875,0.0
0,l2860479.2,348,1.67325789894,0.438465062838,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2933135.1,367,4.03071589652,1.03061328606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2729414.1,370,4.16798342419,1.02701336308,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2729414.2,371,4.255173157,1.07542739102,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2729414.3,372,4.67585032847,1.14652828042,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2729430.2,373,4.34177582813,1.06782909981,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2766742.2,374,2.67844345897,0.658581547615,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2860483.2,376,4.20831082148,1.04995835988,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2860490.1,377,3.91974373403,0.993594408857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l3104134.3,382,4.58221038637,1.08688624216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,l3048208.1,388,2.41224974054,0.574421689672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l2955047.1,392,3.93832624947,1.00258011413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2766721.1,396,3.93249703337,0.956888988529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3029183.2,398,2.70401691025,0.618727005003,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2710512.2,399,4.26924892132,1.12840585994,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3197645.1,402,3.83971450606,0.970760064312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l3235253.1,404,3.90216690253,1.00522949828,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l3214071.3,407,4.55422056403,1.17613736164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2860480.2,412,4.36442933561,1.08634744743,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2710517.1,413,2.40431764366,0.603788634981,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2935547.2,416,2.69426224777,0.67903429994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3216336.1,418,4.04014055258,0.991607159808,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3142049.3,421,1.82496934061,0.475728296353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3010556.1,428,2.39714391049,0.606147605897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l2991933.3,431,8.70104216305,2.29536297021,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l3122837.3,432,6.61905309354,1.70577639136,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2691936.1,433,2.37430383251,0.591552194036,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2897772.1,434,2.23204422887,0.62709992082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l2766732.2,436,1.77989881436,0.428421752734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01875,0.0
0,l2989564.2,437,2.52009563414,0.653575160145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2766726.2,443,2.53596953446,0.635834530807,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01875,0.0
0,l3254237.1,449,3.98980024809,0.978241560214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2804262.1,452,2.35841072001,0.624007981738,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2841639.1,453,3.97986188738,1.00347606212,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2708744.2,455,13.6992448375,3.40733470391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2897790.3,460,4.74817396326,1.11631413361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2935566.3,461,4.6373579329,1.10839291996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l3216337.1,462,2.36984240334,0.589996667397,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3120503.1,466,2.37611332255,0.588659902307,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3215385.1,470,5.79214420133,1.5241633884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3215385.2,471,8.34048672679,2.06447891432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3215385.3,472,6.45020063061,1.75998388613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3157708.3,479,2.67495752169,0.691015193292,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l3048205.3,491,4.61089813074,1.09707948459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2673317.1,494,2.34375088867,0.608054999089,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3178981.2,495,4.32368277489,1.08843889327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01875,0.0
0,l2879794.1,500,6.03903927559,1.47618209078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2785536.2,503,2.69337115184,0.626394513609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3104114.2,504,4.12111595262,1.12881236527,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2673308.2,510,6.80369961829,1.65609100655,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2991939.2,513,4.46483467326,1.06646284178,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2916606.3,515,2.79874660617,0.680804893748,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2822864.3,516,2.61247981692,0.694000456483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3141397.2,527,4.24863613125,1.11523228801,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3649299.1,528,3.82905141944,0.971110165408,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3048887.2,531,6.64640470147,1.6099481273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2879072.2,540,2.62407742796,0.641368788417,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3235244.1,544,4.05519702143,0.993522637469,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2685805.1,547,3.98505368428,0.986500064848,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2786273.2,550,4.42827637175,1.0959235572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01875,0.0
0,l3254238.2,553,4.15421441397,1.13682627155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01875,0.0
0,l2897554.3,559,8.96766958361,2.20242865711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2897791.2,561,6.36697269941,1.64694292145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2936214.1,565,3.94453970923,0.971353606596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3066810.3,566,4.59535279589,1.172046156,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2897769.3,567,4.41717731545,1.09912074017,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2858166.1,573,1.54713819448,0.401529664385,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3081380.1,579,2.29184729177,0.584265691227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2804272.2,582,2.60721247407,0.624548055768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2841641.2,583,2.64564625806,0.69616092505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3216348.1,592,2.34432856042,0.594652575694,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2841627.1,593,2.4757563243,0.614884182406,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2916599.1,594,4.07940921486,1.03934935668,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2954349.2,596,4.37754540211,1.07782647044,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l3235246.2,597,2.53628825162,0.637067121743,0.0,0.0,1.0,0.0,0.0,1.00625,0.0,0.0,1.0125000000000002,0.0,0.0,0.0,0.0
0,l2711224.2,599,1.74756313939,0.433131227077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3122817.3,601,2.59434437035,0.67543376551,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2861223.2,605,4.55335996876,1.09630272228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l3085396.1,607,3.84101762178,0.95928585654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l3160865.1,621,4.02944800395,1.03600575158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,l2673323.3,624,4.49314790366,1.04668963635,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l2822869.1,626,4.07310787896,0.965876418138,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2729410.3,635,4.50459151647,1.1991028269,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99375,0.0,0.0,0.0
0,l3178978.1,636,2.36195982046,0.585333134176,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3066805.1,638,4.04387357471,1.04165318714,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l3216358.1,642,3.99502161359,0.956557836177,0.0,1.0,0.0,0.0,1.0124999999999995,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0
0,l2804259.1,658,3.87244188151,0.963610048707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125000000000002,0.0,0.0
0,l2879767.2,671,1.75749841449,0.442498146422,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
