t_index,t_minutes,device_type,device,bus,p_kw_set,q_kvar_set,noise_p,noise_q,pmpp_kw_set
0,0,Load,d858_834sc,858,4.981671598686206,2.7676474345289486,0.9614593252539245,0.9862363429236182,
0,0,Load,d858_864rb,864,0.756318047071897,0.40407772520630847,0.8907080825700691,0.9676190737698958,
0,0,Load,d858_834ra,834,1.6142026499637305,0.7715762499527496,1.0090954825510758,0.964547476239036,
0,0,Load,d858_834rb,834,5.900316357188688,3.176263899754726,0.9835993569200834,0.9926618816238817,
0,0,Load,d858_834rc,834,5.21144866381066,2.9426537020186587,1.0024190446293597,1.051031833267611,
0,0,Load,d834_860sa,834,6.39064721285793,3.1581524578446567,0.9987552110042468,0.9870016032047114,
0,0,Load,d834_860sb,834,8.21367653469531,4.414970186229179,1.0269322611362386,1.1038308530255367,
0,0,Load,d834_860sc,834,43.236577058343606,22.56234884567751,0.9828626162222361,1.0256433626361703,
0,0,Load,d860_836ra,836,11.059143838508177,6.4095029251470965,0.9211347524994317,1.067274693519013,
0,0,Load,d860_836rb,836,4.133942639492443,2.562276473038824,1.0329691752854682,1.066639983400401,
0,0,Load,d860_836rc,836,16.75876457933434,8.3487873563163,0.9970469871810724,0.9478592217993889,
0,0,Load,d836_840sa,836,7.522755106169725,3.73905147012577,1.0443049456063251,1.0376766754078965,
0,0,Load,d836_840sb,836,8.422712136476544,4.0796808630187025,0.956648055117503,0.9263532446026916,
0,0,Load,d862_838sb,862,11.431146648136597,5.547885891190837,1.022456605689458,0.991430400295726,
0,0,Load,d862_838rb,838,12.6402911812961,5.423978756582817,1.1306082945109603,0.9692876773786985,
0,0,Load,d842_844sa,842,3.4444973338016083,1.9933787626204513,0.9735718863204093,0.9944617869075527,
0,0,Load,d844_846rb,846,9.15798034723357,4.591259692392797,0.9167471376423277,0.9555456485531006,
0,0,Load,d844_846rc,846,8.648781767808446,4.375519488671815,1.082218135045279,0.9934311288714954,
0,0,Load,d846_848sb,846,8.910906284473507,4.124351096964128,0.9695805711133266,0.9364051004063025,
0,0,PV,pv840,,,,1.0290241563908205,,514.5120781954103
0,0,PV,pv860,,,,1.0329148823634176,,516.4574411817088
1,5,Load,s860,860,48.63493666830687,37.640656234614966,1.0128227181691254,0.9805399355859589,
1,5,Load,d834_860ra,860,6.5003712729004945,3.260008270212065,1.01527690063045,1.0190794589847183,
1,5,Load,d834_860rb,860,7.730737194362174,4.123143559545937,0.9659557669884762,1.0311166254078414,
1,5,Load,d834_860rc,860,39.36195473618,20.57546994083823,0.8942321874927301,0.9355487153378752,
1,5,Load,d860_836sa,860,11.822376742913912,5.965536184859213,0.9848041402533911,0.9945750454470877,
1,5,Load,d860_836sb,860,3.768651775286999,2.438664172758707,0.9417862293300175,1.0164360986559484,
1,5,Load,d860_836sc,860,17.693783498582835,8.995575457913777,1.0527802866105245,1.0225524723827157,
1,5,Load,s840,840,21.86823781525979,17.499557829507665,1.0112264610764652,1.0414119082533386,
1,5,Load,d836_840ra,840,7.35425940311687,3.3951154749513255,1.020222357129672,0.9428808064636994,
1,5,Load,d836_840rb,840,8.721139793607986,4.685119578160224,0.9898718278193346,1.0645663863393524,
1,5,Load,s844,844,305.5655213002027,252.75758757982769,0.9431257290494751,1.0031148436537933,
1,5,Load,d842_844ra,844,3.529874361801787,1.909992233600398,0.980543807784847,0.9550994649489899,
1,5,Load,d844_846sb,844,9.49401175139908,4.823723066112132,0.9494235920858323,1.0050510586852834,
1,5,Load,d844_846sc,844,8.125948039582541,4.467500677091596,1.0157674883468482,1.0154509415574888,
1,5,Load,s848,848,44.509315595098954,37.81222843401347,0.9276977915661477,0.9855629548111646,
1,5,Load,d846_848rb,848,9.354789906161376,4.6042320576423945,1.017285969736086,1.0473403854508008,
1,5,Load,s830a,830,8.263990697881859,4.167564204310521,1.0336254060380679,1.0415809990593055,
1,5,Load,s830b,830,8.433739187581272,4.166024121983782,1.054856837437776,1.041196093054292,
1,5,Load,s830c,830,19.17316704485231,8.02560462427788,0.95923982958261,1.002902039753134,
1,5,Load,d828_830ra,830,2.698523799903779,1.057426203004537,0.964343070816811,0.8809262732875464,
1,5,Load,s890,890,329.76861385734685,198.78436232497532,0.9159555360348284,1.1044459241460167,
1,5,Load,d802_806sb,802,11.296457844720685,5.331630838571599,0.944135228364907,0.8878948239028109,
1,5,Load,d802_806sc,802,9.679158344855912,6.030502229256902,0.9707575064590441,1.0760145864124595,
1,5,Load,d802_806rb,806,11.937977062877495,6.127322930613761,0.9977521144596946,1.0204041651035438,
1,5,Load,d802_806rc,806,9.835964378489646,5.581157229576648,0.9864841459853947,0.9958385487282757,
1,5,Load,d808_810sb,808,6.771726001797468,3.300074356770713,1.0633323914637065,1.0397995931547164,
1,5,Load,d808_810rb,810,6.340935778638751,3.3152493899372644,0.9956874220587199,1.0445809985434513,
1,5,Load,d818_820sa,818,14.315801042193375,6.690985778206055,1.0537233431518347,0.9890416989212394,
1,5,Load,d818_820ra,820,13.79308226880082,6.891911441545365,1.0134991705970746,1.0127062234837665,
1,5,Load,d820_822sa,820,52.23155035432844,29.634920092182973,0.9665851897887978,1.0575439681177548,
1,5,Load,d820_822ra,822,53.60909403838556,27.112587177734945,0.9916474173887981,0.9690265332009115,
1,5,Load,d816_824sb,816,1.8152689616348212,0.7823568133119067,0.9162102083677325,0.9367299009960568,
1,5,Load,d816_824rb,824,2.144828337678874,0.7547746628945526,1.0762711732890198,0.9429968302030892,
1,5,Load,d824_826sb,824,16.285073511442274,7.857068137548898,1.0214777371312695,0.9816426958456893,
1,5,Load,d824_828sc,824,1.6350257482231976,0.8245039329360778,1.025566387694174,1.030114858740727,
1,5,Load,d824_826rb,826,15.371051976882763,7.900912516478961,0.9611857592211717,0.985406753432182,
1,5,Load,d824_828rc,828,1.603241588123789,0.8063841735453896,1.0049678074318502,1.0057273875835497,
1,5,Load,d828_830sa,828,2.7878239445377933,1.183849862975734,0.9985745086889324,0.9843366384097404,
1,5,Load,d854_856sb,854,1.6057106905365401,0.8902021874202063,1.0314704574596203,1.0658551094590591,
1,5,Load,d854_856rb,856,1.5987907449902778,0.8042917728220065,1.0270252485933744,0.9629930230148545,
1,5,Load,d832_858sa,832,2.828705965493218,1.2207239194396133,1.0197974345204033,1.0030552076381016,
1,5,Load,d832_858sb,832,0.8108043126391713,0.4430883135486526,1.023081433011956,1.0922421522286203,
1,5,Load,d832_858sc,832,2.3521019142343014,1.2163058163137934,0.9893023341115765,0.999424901655181,
1,5,Load,d832_858ra,858,2.666282678685677,1.1853122477219504,0.9556686180884834,0.9855525686811131,
1,5,Load,d832_858rb,858,0.7744486325281814,0.4329643048792746,0.9715424816761931,1.0799915810566196,
1,5,Load,d832_858rc,858,2.4277453993563265,1.1682960560377547,1.0151987237977664,0.9714041015107447,
1,5,Load,d858_864sb,858,0.8740352419616755,0.37427368991466453,1.0964734552836826,0.9335929765192581,
1,5,Load,d858_834sa,858,1.6629201309874138,0.8425328216704197,1.0430630793515037,1.050812207742681,
1,5,Load,d858_834sb,858,6.150064753852561,3.1652900524530803,1.028697307557886,0.9869423904370086,
1,5,Load,d858_834sc,858,5.147842770793632,2.7580806851117177,0.9935302516179173,0.9828272829974133,
1,5,Load,d858_864rb,864,0.8824935706004349,0.3689720960708205,1.0393037151408928,0.8835538699013901,
1,5,Load,d858_834ra,834,1.5587625213686633,0.8060132821432696,0.9744378865431705,1.0075972104559234,
1,5,Load,d858_834rb,834,5.824387070766399,2.908952694611025,0.9709417309937426,0.9091204467016814,
1,5,Load,d858_834rc,834,5.135750567175305,2.694061099470195,0.9878585608551631,0.9622416577148296,
1,5,Load,d834_860sa,834,6.654642176415727,3.4233107151243343,1.0400133710544108,1.0698701880914017,
1,5,Load,d834_860sb,834,8.026011239772293,3.61288562837339,1.003469011172836,0.9032936705869945,
1,5,Load,d834_860sc,834,43.55893095884307,20.98178103550332,0.9901904302988874,0.9537936232854682,
1,5,Load,d860_836ra,836,12.415413922381328,6.5133869552452435,1.0341007764768722,1.0845728830478016,
1,5,Load,d860_836rb,836,4.065517138328935,2.6466475093725816,1.01587134890778,1.101762469885157,
1,5,Load,d860_836rc,836,18.0812628800674,9.114798916026883,1.0757277837311938,1.0348264770292515,
1,5,Load,d836_840sa,836,6.893755804991001,3.640925637034087,0.9569875902314121,1.010444397631634,
1,5,Load,d836_840sb,836,8.214862214499705,4.657462521530054,0.9330405495547345,1.0575473090418102,
1,5,Load,d862_838sb,862,11.313532525752311,6.015210897435542,1.0119366342416432,1.0749433324461637,
1,5,Load,d862_838rb,838,11.414991811873128,5.091017435686147,1.0210116396191373,0.9097860974735064,
1,5,Load,d842_844sa,842,3.6773397797895764,2.112169092331681,1.0393837704323279,1.053724203948995,
1,5,Load,d844_846rb,846,10.893317907679352,4.606462749991823,1.09046073835588,0.9587097508924916,
1,5,Load,d844_846rc,846,7.68177583945992,4.45111881869542,0.9612171223650562,1.0105954285533318,
1,5,Load,d846_848sb,846,8.772985783430169,4.133196349511109,0.9545736757537784,0.938413353196777,
1,5,PV,pv840,,,,0.9523702052626373,,476.1851026313186
1,5,PV,pv860,,,,1.1364842142047609,,568.2421071023805
2,10,Load,s860,860,46.820134877410595,36.67746153563412,0.97502946482679,0.9554486921653175,
2,10,Load,d834_860ra,860,6.296342759823285,3.216978971944294,0.98341019214553,1.0056284888139095,
2,10,Load,d834_860rb,860,8.562347450290082,4.208665326966644,1.0698654850922231,1.0525039273409966,
2,10,Load,d834_860rc,860,45.981150046957474,22.15477362921341,1.0446082941132064,1.0073582798842087,
2,10,Load,d860_836sa,860,12.160307214520968,5.837267443311575,1.012953753042197,0.9731900625216687,
2,10,Load,d860_836sb,860,3.7206375422532445,2.655869770401532,0.9297874705750809,1.1069674693713172,
2,10,Load,d860_836sc,860,16.50724648793692,9.286500321960464,0.9821813231812584,1.0556227234634106,
2,10,Load,s840,840,21.389779980110287,16.809436718560455,0.9891017143319004,1.0003422795187442,
2,10,Load,d836_840ra,840,7.1879629666266815,3.3700937692802557,0.9971528224398322,0.9359318569518794,
2,10,Load,d836_840rb,840,8.817842124506058,4.505545650183306,1.0008477914325566,1.0237630803835587,
2,10,Load,s844,844,338.93873325650077,259.3676949185038,1.046131901745522,1.0293482669629026,
2,10,Load,d842_844ra,844,3.800107664760215,2.038347584645231,1.0556103865675204,1.019284085676567,
2,10,Load,d844_846sb,844,10.04198224091522,4.3487974974134485,1.0042219348872068,0.906097524438957,
2,10,Load,d844_846sc,844,7.820301956211668,4.760337699742018,0.9775608258237349,1.082012012694662,
2,10,Load,s848,848,48.476498938873775,40.05869174815374,1.01038491397077,1.0441162618616258,
2,10,Load,d846_848rb,848,9.137459739559874,4.266652882188138,0.9936524160697982,0.9705500978818753,
2,10,Load,s830a,830,8.847514495905346,4.089671979683719,1.1066101230730827,1.0221137378082799,
2,10,Load,s830b,830,8.62645878661402,4.1241713672373095,1.0789613991542812,1.0307360180644152,
2,10,Load,s830c,830,19.776827957961686,7.137734723308208,0.9894411828625412,0.8919513293201469,
2,10,Load,d828_830ra,830,2.8226845124649547,1.1112859679627278,1.008713078904313,0.9257960541667694,
2,10,Load,s890,890,321.5218377228543,191.89339735635556,0.8930495348648809,1.0661597225353336,
2,10,Load,d802_806sb,802,12.446272511797233,6.22213297669451,1.0402344258478573,1.0361932082158456,
2,10,Load,d802_806sc,802,10.035886927952477,5.6170099569011205,1.0065350955294339,1.0022357037407787,
2,10,Load,d802_806rb,806,12.266332997457285,6.0756433445712315,1.0251954431155301,1.011797785866512,
2,10,Load,d802_806rc,806,10.046039911457115,5.8344140407566165,1.007553374660627,1.0410268286721722,
2,10,Load,d808_810sb,808,5.610424263717303,3.3278402069133017,0.8809786231576697,1.0485481595688715,
2,10,Load,d808_810rb,810,6.191043169259931,3.3214047673502054,0.9721504882325124,1.0465204575488396,
2,10,Load,d818_820sa,818,14.434228431259225,6.5036575005824675,1.0624402639835377,0.9613513877924513,
2,10,Load,d818_820ra,820,14.195375076683549,7.093126828751921,1.043059164453456,1.0422730681266634,
2,10,Load,d820_822sa,820,52.26203519166268,27.336441134730386,0.9671493352541441,0.9755210522557092,
2,10,Load,d820_822ra,822,54.45758542140208,24.89832667179988,1.0073425956740816,0.8898870114871003,
2,10,Load,d816_824sb,816,1.9391232815185357,0.8437466443723288,0.9787224832020389,1.0102330512120794,
2,10,Load,d816_824rb,824,1.949767949191282,0.7368862660908319,0.9783902056182239,0.9206475088591103,
2,10,Load,d824_826sb,824,15.64000277660114,8.615593267907315,0.9810158138828329,1.0764109530119081,
2,10,Load,d824_828sc,824,1.700800125060429,0.7959823800073794,1.0668232242480327,0.9944807346419033,
2,10,Load,d824_826rb,826,15.35377508933064,8.014409876228418,0.9601053973628069,0.9995622151665791,
2,10,Load,d824_828rc,828,1.5970423656171302,0.7748489459924726,1.001081918307935,0.9663964544326615,
2,10,Load,d828_830sa,828,2.745731361111961,1.2405300759938718,0.9834973081016236,1.0314645826630613,
2,10,Load,d854_856sb,854,1.6299096130303559,0.7334574768918812,1.0470152712307645,0.8781818449375972,
2,10,Load,d854_856rb,856,1.633214835528271,0.8410576117649948,1.0491384677580238,1.0070134240481259,
2,10,Load,d832_858sa,832,2.9340461970389176,1.2160685369340531,1.0577744102798328,0.9992299318395468,
2,10,Load,d832_858sb,832,0.8101332804699687,0.439046063968339,1.0222347175436697,1.0822777382586677,
2,10,Load,d832_858sc,832,2.024729847536738,1.3140922597494262,0.8516084919583711,1.0797749298331718,
2,10,Load,d832_858ra,858,2.8170182221781386,1.0932220618251551,1.0096963585444456,0.9089822645816331,
2,10,Load,d832_858rb,858,0.6909075369360186,0.40721663162940525,0.86674053623457,1.0157662626451878,
2,10,Load,d832_858rc,858,2.268775054258635,1.2632642646451566,0.9487228521896252,1.0503673975670802,
2,10,Load,d858_864sb,858,0.8058412984336809,0.3982657779813472,1.010924446159358,0.9934391412769077,
2,10,Load,d858_834sa,858,1.6738011754243425,0.8096626385635274,1.0498881910964701,1.0098163096707466,
2,10,Load,d858_834sb,858,6.201262287814256,3.3410708488924503,1.037260919072221,1.0417511177750745,
2,10,Load,d858_834sc,858,5.265340639073957,2.917450596459312,1.0162072625203158,1.0396178975022061,
2,10,Load,d858_864rb,864,0.8827045639728028,0.38904948403403106,1.039552199892598,0.9316319062117602,
2,10,Load,d858_834ra,834,1.5779230841759386,0.7951728452195984,0.9864158357631103,0.9940455801709116,
2,10,Load,d858_834rb,834,5.885686254465965,2.9457779824971335,0.9811604775857216,0.9206292698719438,
2,10,Load,d858_834rc,834,5.051655904166532,2.847426062051568,0.9716830025431213,1.017019240843399,
2,10,Load,d834_860sa,834,6.460650111704784,3.443786003028436,1.009695536401654,1.0762692274845849,
2,10,Load,d834_860sb,834,7.756086505531829,3.9133608914608917,0.9697211010257459,0.9784184963449305,
2,10,Load,d834_860sc,834,42.73242772510176,21.651543061288553,0.971402191592226,0.9842397874233826,
2,10,Load,d860_836ra,836,11.64405324924409,5.4438452842888125,0.9698528443481667,0.906478766794685,
2,10,Load,d860_836rb,836,4.071253051988576,2.5211001976449925,1.017304610691798,1.0494988738578863,
2,10,Load,d860_836rc,836,17.750971949833,8.329591583666563,1.0560774344871016,0.9456798765425173,
2,10,Load,d836_840sa,836,7.134289403577032,3.9367390357796865,0.9903783391050351,1.0925397275846926,
2,10,Load,d836_840sb,836,8.757217036384755,4.480942967708053,0.9946409790996269,1.017465874510719,
2,10,Load,d862_838sb,862,11.095328057382414,5.877550567099135,0.9924193795914172,1.050342855960702,
2,10,Load,d862_838rb,838,11.721789473852567,6.247292089763723,1.0484530945979424,1.1164172116721927,
2,10,Load,d842_844sa,842,3.6264579432257635,2.0495360388214285,1.0250022451175136,1.0224776694311883,
2,10,Load,d844_846rb,846,9.383954793038058,4.706488963097985,0.9393680014700334,0.9795274826433664,
2,10,Load,d844_846rc,846,7.711308279256273,4.332172538993958,0.9649125031455849,0.9835895068051106,
2,10,Load,d846_848sb,846,8.588101416154826,4.672464047966041,0.9344567219120463,1.0608503163566954,
2,10,PV,pv840,,,,0.9473168339192806,,473.6584169596403
2,10,PV,pv860,,,,1.0136822937979137,,506.8411468989569
3,15,Load,s860,860,44.99420055679824,39.05425629056032,0.9370043765160235,1.0173642486149728,
3,15,Load,d834_860ra,860,6.93338221077103,3.0678233031859734,1.0829078073100493,0.959002386784774,
3,15,Load,d834_860rb,860,8.149299452374724,3.9853681645226104,1.0182551294950422,0.9966617250802066,
3,15,Load,d834_860rc,860,44.64242584911631,22.4557020306777,1.0141949095161096,1.0210412324587115,
3,15,Load,d860_836sa,860,11.62333995767576,5.944142732008245,0.9682243733902904,0.9910083259298171,
3,15,Load,d860_836sb,860,3.8837484925664563,2.3003037456927933,0.9705489035801819,0.9587674232121469,
3,15,Load,d860_836sc,860,15.774616076974825,9.2218282560911,0.938589806754371,1.048271267054845,
3,15,Load,s840,840,20.827359232905952,17.36314100702786,0.9630943722389517,1.0332936400776138,
3,15,Load,d836_840ra,840,7.40862593706828,3.4210151019288206,1.0277643746703329,0.9500735695234005,
3,15,Load,d836_840rb,840,9.272239085462019,4.211597360828695,1.052423016797789,0.9569713020845394,
3,15,Load,s844,844,334.17984709510256,270.34291884435584,1.0314436346879874,1.0729054560382627,
3,15,Load,d842_844ra,844,3.4711519858576785,1.9069027400043195,0.9642316515411277,0.9535545509809286,
3,15,Load,d844_846sb,844,9.528476838732303,5.350684452704705,0.9528701821969766,1.114846561499669,
3,15,Load,d844_846sc,844,7.849583767907531,4.121231606851572,0.9812211387097721,0.9367449090748307,
3,15,Load,s848,848,49.93114189517403,38.022626650438745,1.0407037144293776,0.9910469132144352,
3,15,Load,d846_848rb,848,9.179188225495581,4.176057084291626,0.9981901773350474,0.9499419624314347,
3,15,Load,s830a,830,7.103527422039744,3.853776179175458,0.8884795112112488,0.9631573374934013,
3,15,Load,s830b,830,7.5740238069905645,3.675348274913748,0.9473272319690762,0.9185636358321891,
3,15,Load,s830c,830,18.892532104325255,7.618892103984727,0.9451995715544835,0.9520781037021051,
3,15,Load,d828_830ra,830,2.9095191039585013,1.2421122469748829,1.0397442436533495,1.0347855099706746,
3,15,Load,s890,890,369.1255773662212,175.08353307282792,1.0252722723542786,0.9727641159783222,
3,15,Load,d802_806sb,802,11.205068955093472,6.090754182102487,0.9364971287619835,1.0143142456205847,
3,15,Load,d802_806sc,802,10.194459875460646,5.882323638534502,1.022438945185608,1.0495752752324037,
3,15,Load,d802_806rb,806,11.941819333291411,5.962603211845131,0.9980732436937029,0.9929728237152163,
3,15,Load,d802_806rc,806,10.11922005122968,5.3415880985526485,1.0148928733522355,0.9530925435638361,
3,15,Load,d808_810sb,808,6.108731172840032,3.2739074833798574,0.9592254212737944,1.0315548382296889,
3,15,Load,d808_810rb,810,5.96393044698016,3.1594868796817974,0.9364880420482634,0.9955027726361784,
3,15,Load,d818_820sa,818,14.110743788676713,6.84214896763969,1.0386299778503563,1.0113861938353925,
3,15,Load,d818_820ra,820,13.896695009504315,6.425593133598722,1.0211125107280048,0.9441848188506139,
3,15,Load,d820_822sa,820,53.6849032120004,27.63635174625667,0.9934806071798791,0.9862235834995099,
3,15,Load,d820_822ra,822,55.681549503238024,28.563492687164317,1.0299831726601465,1.0208831091369415,
3,15,Load,d816_824sb,816,1.984254211053866,0.9147064902470555,1.0015011563503724,1.095194552498869,
3,15,Load,d816_824rb,824,2.0475365559207175,0.7892344009906374,1.027450324429129,0.9860499762501715,
3,15,Load,d824_826sb,824,15.461610724802949,7.994013609378403,0.9698262107616075,0.9987523250097953,
3,15,Load,d824_828sc,824,1.549781714494064,0.8664613765866966,0.9720972506857374,1.0825354530068674,
3,15,Load,d824_826rb,826,16.459255243194992,7.900651456541151,1.0292335079562844,0.9853741938733676,
3,15,Load,d824_828rc,828,1.5445581627345997,0.7595756044636992,0.9681829873630419,0.9473474472976772,
3,15,Load,d828_830sa,828,2.7562476047020508,1.2828464806597648,0.9872641359161284,1.066649439139465,
3,15,Load,d854_856sb,854,1.623929829319632,0.8339004955231907,1.0431740000254586,0.9984440798888776,
3,15,Load,d854_856rb,856,1.5695967864712883,0.7584373622011846,1.0082717421702607,0.9080907114477784,
3,15,Load,d832_858sa,832,2.8829949221748823,1.205285780933255,1.039369542552175,0.9903698616901417,
3,15,Load,d832_858sb,832,0.8481504092888672,0.4026442737668382,1.070205131643265,0.9925449051892705,
3,15,Load,d832_858sc,832,2.323587031154071,1.2320065063816832,0.977308874041895,1.0123259832882323,
3,15,Load,d832_858ra,858,2.7056830912189875,1.2854911652901955,0.9697908032936868,1.0688484172871064,
3,15,Load,d832_858rb,858,0.8099867389793437,0.40901641220863444,1.016124883510802,1.0202556578480064,
3,15,Load,d832_858rc,858,2.436065376578148,1.1839320863180889,1.0186778490222892,0.9844050047211653,
3,15,Load,d858_864sb,858,0.8180080993942143,0.4052724884267948,1.0261876456832164,1.0109167675077695,
3,15,Load,d858_834sa,858,1.737877640739363,0.8061367615238028,1.0900800162960118,1.0054188137619267,
3,15,Load,d858_834sb,858,6.105149129020205,3.142313511834899,1.0211844464447764,0.9797782691255646,
3,15,Load,d858_834sc,858,5.099314253970785,2.7717333987795323,0.984164279952428,0.987692354404538,
3,15,Load,d858_864rb,864,0.9067932929128693,0.4207816740894293,1.0679212513106149,1.0076189513635758,
3,15,Load,d858_834ra,834,1.6834688788060825,0.7926618816389082,1.0523962655226171,0.9909066245786013,
3,15,Load,d858_834rb,834,5.91426387274324,2.90523043074359,0.9859244470507805,0.9079571461790662,
3,15,Load,d858_834rc,834,5.436856814371461,3.100656271282854,1.0457761680537723,1.1074658370108372,
3,15,Load,d834_860sa,834,6.354508902117927,3.44402768264998,0.9931073751957157,1.0763447584087913,
3,15,Load,d834_860sb,834,8.375652817714215,3.8817253501459774,1.0471836881151826,0.9705089782547547,
3,15,Load,d834_860sc,834,45.88125601676185,21.11807750394123,1.0429819933096331,0.9599894129685478,
3,15,Load,d860_836ra,836,11.884563166263558,6.401394748092792,0.9898853211946991,1.0659245650797733,
3,15,Load,d860_836rb,836,4.053770189407466,2.273408827646849,1.0129360793122104,0.9463884087838705,
3,15,Load,d860_836rc,836,18.07993155256142,8.368215548600201,1.075648577649355,0.9500649542528876,
3,15,Load,d836_840sa,836,7.18149468175583,3.5590020269342895,0.9969313512349144,0.9877086262615461,
3,15,Load,d836_840sb,836,8.777365985883423,4.238651615846312,0.9969294881971993,0.9624499584446227,
3,15,Load,d862_838sb,862,10.322210169723421,6.142555859739313,0.9232680061075967,1.097700409543395,
3,15,Load,d862_838rb,838,10.706847609535389,5.376116346344435,0.9576718243103257,0.9607344645923461,
3,15,Load,d842_844sa,842,3.124153245792171,2.023243802515461,0.8830280513827503,1.0093609327683295,
