t_index,t_minutes,bus,p_bus_kw_set,q_bus_kvar_set,p_bus_share_realized,q_bus_share_realized,p_bus_share_target,q_bus_share_target
1,5,822,53.60909403838556,27.112587177734945,0.03948251790591934,0.031764087828725696,0.0382,0.0335
1,5,824,20.064927597344344,9.43634673337953,0.014777602146678262,0.011055269069545763,0.0138,0.0115
1,5,826,15.371051976882763,7.900912516478961,0.011320613522689687,0.009256412066297029,0.0113,0.0096
1,5,828,4.391065532661582,1.9902340365211235,0.003233972269616016,0.0023316833735325445,0.0031,0.0024
1,5,830,38.56942073021922,17.416619153576722,0.02840596118844013,0.020404656215471315,0.0274,0.0206
1,5,832,5.991612192366691,2.8801180493020593,0.004412757572456949,0.0033742380273563983,0.0042,0.0034
1,5,834,70.75848453434145,34.427004455225536,0.05211285851282008,0.040333384122550275,0.0503,0.0431
1,5,836,49.67081196026837,26.57322153920885,0.036582015753122546,0.031132187324298403,0.0345,0.0302
1,5,838,11.414991811873128,5.091017435686147,0.00840701800119016,0.0059644446287850875,0.0079,0.0067
1,5,840,37.94363701198465,25.579792882619216,0.02794507824864006,0.029968323658591152,0.0266,0.0297
1,5,842,3.6773397797895764,2.112169092331681,0.0027083209725150556,0.0024745379007223285,0.0025,0.0024
1,5,844,326.7153554529861,263.95880355663184,0.240622325431855,0.30924421060870005,0.2442,0.3151
1,5,846,27.34807953056944,13.190777918198354,0.020141564768564622,0.015453819496316756,0.0192,0.0163
1,5,848,53.864105501260326,42.41646049165586,0.0396703310900399,0.04969353044799279,0.0404,0.0512
1,5,854,1.6057106905365401,0.8902021874202063,0.0011825885556924491,0.0010429274152693182,0.0011,0.001
1,5,856,1.5987907449902778,0.8042917728220065,0.001177492090646003,0.0009422780033629391,0.0011,0.001
1,5,858,19.703339608165468,9.926749857788863,0.01451129650370101,0.011629806933199427,0.0138,0.012
1,5,860,135.5128118885333,82.9990538207429,0.09980372020537176,0.09723857107329952,0.0984,0.1015
1,5,862,11.313532525752311,6.015210897435542,0.00833229433437873,0.007047194943142742,0.0079,0.0067
1,5,864,0.8824935706004349,0.3689720960708205,0.0006499469694104846,0.0004322738361010106,0.0006,0.0005
1,5,890,329.76861385734685,198.78436232497532,0.24287101722163332,0.23288828552123633,0.2544,0.2155
2,10,802,22.482159439749708,11.839142933595632,0.016165929346161727,0.013887083884602839,0.0155,0.0139
2,10,806,22.312372908914398,11.910057385327848,0.016043843339754324,0.013970265154172731,0.0155,0.0139
2,10,808,5.610424263717303,3.3278402069133017,0.004034208657416011,0.0039034916942187444,0.0045,0.0038
2,10,810,6.191043169259931,3.3214047673502054,0.004451706105968594,0.0038959430490551313,0.0045,0.0038
2,10,816,1.9391232815185357,0.8437466443723288,0.0013943380326313939,0.0009896983669739426,0.0014,0.001
2,10,818,14.434228431259225,6.5036575005824675,0.010379017087368065,0.007628663474534578,0.0096,0.0081
2,10,820,66.45741026834624,34.429567963482306,0.04778659282290584,0.04038521209696241,0.0478,0.0417
2,10,822,54.45758542140208,24.89832667179988,0.03915804799108541,0.02920525185115894,0.0382,0.0335
2,10,824,19.290570850852852,10.148461914005525,0.013870998747150863,0.011903948004510626,0.0138,0.0115
2,10,826,15.35377508933064,8.014409876228418,0.01104022253539095,0.009400746562569954,0.0113,0.0096
2,10,828,4.342773726729091,2.0153790219863446,0.003122697062122229,0.0023640003076720283,0.0031,0.0024
2,10,830,40.073485752946006,16.462864038191963,0.028815076286273146,0.019310618611625238,0.0274,0.0206
2,10,832,5.768909325045624,2.969206860651818,0.004148168275517726,0.0034828217697754496,0.0042,0.0034
2,10,834,69.4644295851468,35.59706684554618,0.04994880779821618,0.04175466552795304,0.0503,0.0431
2,10,836,49.35778469102746,24.712219069088107,0.03549100619700507,0.028986951260912094,0.0345,0.0302
2,10,838,11.721789473852567,6.247292089763723,0.008428621856931039,0.007327951844890513,0.0079,0.0067
2,10,840,37.395585071243026,24.685076138024016,0.026889516006689495,0.02895511313186211,0.0266,0.0297
2,10,842,3.6264579432257635,2.0495360388214285,0.0026076259731243746,0.0024040658226081287,0.0025,0.0024
2,10,844,360.60112511838787,270.5151777003045,0.2592923658615946,0.3173090303794014,0.2442,0.3151
2,10,846,25.683364488449158,13.711125550057982,0.018467774717312056,0.016082883003774015,0.0192,0.0163
2,10,848,57.61395867843365,44.32534463034188,0.041427656798016584,0.051992765232080934,0.0404,0.0512
2,10,854,1.6299096130303559,0.7334574768918812,0.0011719961205457884,0.0008603313233497104,0.0011,0.001
2,10,856,1.633214835528271,0.8410576117649948,0.001174372760277298,0.0009865441841419647,0.0011,0.001
2,10,858,19.72294621411903,10.230152819996354,0.01418190080228102,0.011999769844864006,0.0138,0.012
2,10,860,140.04816637919257,84.03751699943204,0.10070246004672648,0.09857436932475759,0.0984,0.1015
2,10,862,11.095328057382414,5.877550567099135,0.007978161080514374,0.006894252246054392,0.0079,0.0067
2,10,864,0.8827045639728028,0.38904948403403106,0.0006347139229645856,0.0004563474611587601,0.0006,0.0005
2,10,890,321.5218377228543,191.89339735635556,0.2311921737680553,0.2250872145843587,0.2544,0.2155
3,15,802,21.399528830554118,11.97307782063699,0.014914119640309247,0.014103546134416703,0.0155,0.0139
3,15,806,22.06103938452109,11.30419131039778,0.015375150704278482,0.01331563914031134,0.0155,0.0139
3,15,808,6.108731172840032,3.2739074833798574,0.004257399697143881,0.00385646079674469,0.0045,0.0038
3,15,810,5.96393044698016,3.1594868796817974,0.004156482739271691,0.003721680392979007,0.0045,0.0038
3,15,816,1.984254211053866,0.9147064902470555,0.0013828998261957762,0.0010774677470494713,0.0014,0.001
3,15,818,14.110743788676713,6.84214896763969,0.009834296948519576,0.008059628866466691,0.0096,0.0081
3,15,820,67.58159822150472,34.06194487985539,0.04710010436864058,0.04012286717229751,0.0478,0.0417
3,15,822,55.681549503238024,28.563492687164317,0.038806522219470306,0.033646030110916283,0.0382,0.0335
3,15,824,19.05892899521773,9.649709386955736,0.013282869426778676,0.011366761626494101,0.0138,0.0115
3,15,826,16.459255243194992,7.900651456541151,0.011471061060788835,0.009306479418117282,0.0113,0.0096
3,15,828,4.300805767436651,2.042422085123464,0.0029973899085899325,0.002405847062468841,0.0031,0.0024
3,15,830,36.479602437314064,16.390128805048818,0.025423978232839012,0.01930655936710015,0.0274,0.0206
3,15,832,6.054732362617821,2.8399365610817764,0.0042197659378931385,0.0033452698552578733,0.0042,0.0034
3,15,834,73.64600730251478,35.24237912040254,0.05132661436790863,0.041513345796056776,0.0503,0.0431
3,15,836,49.97712557587169,24.840672767120445,0.03483089912956785,0.029260778191650728,0.0345,0.0302
3,15,838,10.706847609535389,5.376116346344435,0.007461996359058857,0.006332732990674458,0.0079,0.0067
3,15,840,37.50822425543625,24.995753469785374,0.026140862654995208,0.02944345368055657,0.0266,0.0297
3,15,842,3.124153245792171,2.023243802515461,0.002177337438190614,0.002383256230137104,0.0025,0.0024
3,15,844,355.02905968760007,281.7217376439164,0.2474328249885235,0.3318508059039433,0.2442,0.3151
3,15,846,29.24263341418198,14.35402714416805,0.02038026803254256,0.01690815737399704,0.0192,0.0163
3,15,848,59.11033012066961,42.19868373473037,0.041196165690299186,0.04970744296329701,0.0404,0.0512
3,15,854,1.623929829319632,0.8339004955231907,0.001131776496282457,0.00098228327638971,0.0011,0.001
3,15,856,1.5695967864712883,0.7584373622011846,0.0010939097980070603,0.0008933923664500693,0.0011,0.001
3,15,858,19.712084329901046,10.00389582438195,0.013738077430763544,0.011783971372831449,0.0138,0.012
3,15,860,136.00101259627735,86.02942452273874,0.09478411366553269,0.1013373483284697,0.0984,0.1015
3,15,862,10.322210169723421,6.142555859739313,0.007193928363687512,0.0072355513969636995,0.0079,0.0067
3,15,864,0.9067932929128693,0.4207816740894293,0.000631977636826424,0.0004956548217542306,0.0006,0.0005
3,15,890,369.1255773662212,175.08353307282792,0.257257207237095,0.20623758761620828,0.2544,0.2155
4,20,802,22.798029890823752,11.632308208532148,0.016338030938555355,0.014171580559878647,0.0155,0.0139
4,20,806,21.571267297669984,11.46112943728507,0.015458881060377681,0.013963034353624443,0.0155,0.0139
4,20,808,6.123172640535193,3.2315227765715178,0.004388124084504608,0.003936947382951508,0.0045,0.0038
4,20,810,6.6189187349626115,3.31464234227176,0.004743396670215324,0.00403821151731816,0.0045,0.0038
4,20,816,2.179425534043416,0.773179541787413,0.0015618683708196622,0.0009419606123962082,0.0014,0.001
4,20,818,13.275042194928186,6.966346238575699,0.00951345581745475,0.008487063371960023,0.0096,0.0081
4,20,820,68.24711912133944,34.98825143444205,0.04890876751242946,0.04262600465561888,0.0478,0.0417
4,20,822,51.45368572467178,28.603142039759657,0.036873883984631296,0.0348470591060152,0.0382,0.0335
4,20,824,19.636677589160318,9.834784863037106,0.014072472381101243,0.011981667221762235,0.0138,0.0115
4,20,826,15.2511598059331,7.966178616124501,0.010929625145306078,0.009705153954740052,0.0113,0.0096
4,20,828,4.283900614721111,1.9161051384035357,0.003070024081737919,0.002334380919357505,0.0031,0.0024
4,20,830,36.77064223196267,16.52773203239179,0.026351394979886537,0.020135649930366074,0.0274,0.0206
4,20,832,5.713522729520005,2.870584333353808,0.004094551659510268,0.003497217955780285,0.0042,0.0034
4,20,834,74.50350236199269,34.241007385440426,0.05339235593821683,0.04171564111912412,0.0503,0.0431
4,20,836,47.06676261324998,25.273671355053626,0.03373002963130747,0.030790782296271024,0.0345,0.0302
4,20,838,10.972655761300004,5.740410410514087,0.00786346847358044,0.006993512131985701,0.0079,0.0067
4,20,840,38.04449349440722,23.86800883653378,0.027264290586945714,0.02907827096454801,0.0266,0.0297
4,20,842,3.1942256942331557,1.9468393279636789,0.002289117018752364,0.0023718242225683568,0.0025,0.0024
4,20,844,326.14228147649266,262.3127941580735,0.23372733129360032,0.3195743121362059,0.2442,0.3151
4,20,846,27.337822834037617,13.648698589825404,0.019591438268752665,0.016628138468798397,0.0192,0.0163
4,20,848,57.31170890242672,43.12833374038043,0.04107199076733437,0.05254302457072352,0.0404,0.0512
4,20,854,1.4878167543344678,0.8542733784307472,0.00106623231391593,0.0010407568115940343,0.0011,0.001
4,20,856,1.5166945873839315,0.7834591235302278,0.0010869273885368506,0.0009544841733420319,0.0011,0.001
4,20,858,19.718845738485467,10.03869038779187,0.014131357546717176,0.012230084261515957,0.0138,0.012
4,20,860,134.29453808186372,85.7861941728839,0.0962411370003345,0.10451287395864364,0.0984,0.1015
4,20,862,11.103772950387667,5.52059043478842,0.007957432588117938,0.0067257065994275195,0.0079,0.0067
4,20,864,0.7630269753843568,0.4526316433702442,0.000546817351783527,0.0005514387757768247,0.0006,0.0005
4,20,890,368.01570823385237,167.13788697072175,0.2637355971455737,0.2036232179677058,0.2544,0.2155
5,25,802,21.83099871576374,12.01236758890915,0.015562472131732735,0.014402305108235926,0.0155,0.0139
5,25,806,22.063949164121,11.092187430874347,0.015728533469916806,0.01329904921030636,0.0155,0.0139
5,25,808,6.999953548488474,3.2345114570259157,0.004989995347446681,0.0038780382414523107,0.0045,0.0038
5,25,810,6.663627114590442,3.0499908190256364,0.0047502412792590565,0.0036568060399252756,0.0045,0.0038
5,25,816,1.973688287820313,0.9329396136286499,0.0014069658184603288,0.0011185539289894249,0.0014,0.001
5,25,818,12.497806370594684,6.698148058276027,0.008909201355489489,0.008030787543040027,0.0096,0.0081
5,25,820,63.72019567994964,33.65063266236606,0.04542365571125824,0.040345641698147236,0.0478,0.0417
5,25,822,52.764948062802084,27.46495760020681,0.03761408465324786,0.03292928693825149,0.0382,0.0335
5,25,824,18.490584307336576,9.934687090048254,0.013181220278969407,0.011911256758229197,0.0138,0.0115
5,25,826,15.936424008435008,7.3914963458888785,0.01136045848107091,0.008862081916157028,0.0113,0.0096
5,25,828,4.5579773724227035,1.903301492557555,0.0032492052589502968,0.0022819755228006664,0.0031,0.0024
5,25,830,38.709072101726264,17.73802393517369,0.027594195926243188,0.021267117480440207,0.0274,0.0206
5,25,832,5.874973246005741,2.870934364603887,0.004188040529250756,0.003442125156319785,0.0042,0.0034
5,25,834,71.94198818323434,34.99597412755561,0.05128465265286247,0.04195864747015764,0.0503,0.0431
5,25,836,50.50678266937578,24.654959972576048,0.03600432614143666,0.02956022227327045,0.0345,0.0302
5,25,838,11.506305190288883,5.433418746238606,0.008202398625665347,0.006514432228696339,0.0079,0.0067
5,25,840,37.22268272796974,26.061883999833675,0.026534606600662473,0.031247062852756285,0.0266,0.0297
5,25,842,3.371358323878247,1.9503471441029259,0.002403310569733818,0.002338381208237546,0.0025,0.0024
5,25,844,350.04441729777454,267.66889005388435,0.24953308641494562,0.32092333122557887,0.2442,0.3151
5,25,846,26.75171923825163,13.436937435483859,0.019070262911087564,0.0161103022558844,0.0192,0.0163
5,25,848,56.21360570095028,42.849224294810945,0.040072498905584134,0.0513743520898318,0.0404,0.0512
5,25,854,1.5670793376431418,0.8316090777717425,0.0011171100707672047,0.0009970630335942776,0.0011,0.001
5,25,856,1.622536054004385,0.7849181771965257,0.00115664301262323,0.0009410826791066701,0.0011,0.001
5,25,858,19.66284634145442,9.906244159807873,0.014016880409528351,0.011877154924726161,0.0138,0.012
5,25,860,139.235270015818,87.70501893120431,0.09925542287769058,0.10515449455085484,0.0984,0.1015
5,25,862,11.372197550043914,5.531700112293117,0.008106798491143891,0.006632267302414711,0.0079,0.0067
5,25,864,0.8808255088596231,0.4172723022812475,0.0006279063369029029,0.0005002913011269512,0.0006,0.0005
5,25,890,348.81379811669905,173.85610310195855,0.24865582573806994,0.2084458890614679,0.2544,0.2155
6,30,802,23.118099812618013,11.510299515510068,0.01631443019484771,0.01347480834883084,0.0155,0.0139
6,30,806,22.399651551078833,11.899357589845245,0.015807421655802765,0.013930268520059874,0.0155,0.0139
6,30,808,6.625360811095541,3.249918311746469,0.0046755134437693755,0.0038045948622909445,0.0045,0.0038
6,30,810,6.491879133919526,2.930751817936556,0.0045813154983400245,0.003430954947042718,0.0045,0.0038
6,30,816,1.9101009458888203,0.8454908410548225,0.0013479571763855436,0.0009897941429372675,0.0014,0.001
6,30,818,13.359969300504709,7.402367545750911,0.009428122913433753,0.00866575920741179,0.0096,0.0081
6,30,820,68.67779726727123,35.25467594744384,0.04846588337858357,0.041271732429882885,0.0478,0.0417
6,30,822,54.82647813909582,28.825607111459583,0.038691015164724694,0.03374538871401391,0.0382,0.0335
6,30,824,19.009225893212236,9.657181253877658,0.013414800152546901,0.011305410985228982,0.0138,0.0115
6,30,826,15.920531135192759,7.651982823408585,0.011235109977691032,0.00895797732240046,0.0113,0.0096
6,30,828,4.442044970130464,1.9293366001294223,0.003134748667708993,0.0022586241906300906,0.0031,0.0024
6,30,830,37.7850356241612,18.38072933360151,0.026664878649055496,0.02151784189006293,0.0274,0.0206
6,30,832,5.812372391417004,3.0425881380022815,0.004101787967645868,0.00356187881894488,0.0042,0.0034
6,30,834,68.12032663632255,35.88358701906211,0.04807247666401761,0.04200798226830757,0.0503,0.0431
6,30,836,47.42651652764677,24.831421802071183,0.03346886636646381,0.02906949983021893,0.0345,0.0302
6,30,838,11.4361295365048,5.821561334909372,0.008070470260739612,0.006815150480937892,0.0079,0.0067
6,30,840,35.26247059025605,25.206421487200494,0.02488470590600215,0.029508502210754763,0.0266,0.0297
6,30,842,3.6523129816101543,2.103368532884195,0.0025774352421340813,0.0024623588490798763,0.0025,0.0024
6,30,844,355.6407209495054,261.1414152460454,0.2509754592031482,0.30571146455757375,0.2442,0.3151
6,30,846,27.456298834187358,14.249386273732394,0.019375894834347193,0.01668138599419376,0.0192,0.0163
6,30,848,53.18805930946279,42.469755126937756,0.0375347839068519,0.04971823801684126,0.0404,0.0512
6,30,854,1.5423021970951176,0.8628789718420133,0.0010884018036869572,0.001010149975518868,0.0011,0.001
6,30,856,1.5041373833373357,0.7808350415859545,0.0010614689158199855,0.0009141032796969612,0.0011,0.001
6,30,858,19.70752517017326,10.655520192687153,0.01390758956436851,0.012474140421809327,0.0138,0.012
6,30,860,135.91216352324116,87.80582564345906,0.09591313829436846,0.10279199692954613,0.0984,0.1015
6,30,862,10.376618380581494,5.5181479439578425,0.007322773826600213,0.006459952313589457,0.0079,0.0067
6,30,864,0.8566345472927184,0.44428248006180154,0.000604526524133878,0.0005201099470529933,0.0006,0.0005
6,30,890,364.573085418651,193.8540797747425,0.25727902384678186,0.22693993054514058,0.2544,0.2155
7,35,802,21.86434354058521,12.11403020686049,0.015555381532152428,0.014875548978800543,0.0155,0.0139
7,35,806,22.200444756373102,11.66088519186452,0.01579450065481423,0.01431910485987682,0.0155,0.0139
7,35,808,6.737537531326316,3.167497714765203,0.004793419326422277,0.003889561656330052,0.0045,0.0038
7,35,810,7.005820554044432,3.6305642127176334,0.004984289213242017,0.004458188963106286,0.0045,0.0038
7,35,816,2.187579475466382,0.9052064092291223,0.0015563528495433924,0.0011115575944978368,0.0014,0.001
7,35,818,13.194833534744589,6.9275088975441665,0.009387460890613956,0.00850670636830133,0.0096,0.0081
7,35,820,68.22618561600781,34.90380467427573,0.048539502033091715,0.04286048879790906,0.0478,0.0417
7,35,822,51.410712153630215,28.109470626200363,0.03657613780651286,0.03451731586663809,0.0382,0.0335
7,35,824,19.4972247415342,9.246931682395081,0.013871295477484474,0.011354865622440879,0.0138,0.0115
7,35,826,16.519192307185698,8.15961165451136,0.011752575075683848,0.010019679721942213,0.0113,0.0096
7,35,828,4.212742693455207,2.025146220616852,0.002997154694895964,0.002486799296319909,0.0031,0.0024
7,35,830,39.78502162187089,17.215320120377925,0.02830504329774957,0.02113973081323368,0.0274,0.0206
7,35,832,6.081776120820111,2.841123668686145,0.004326878041267671,0.003488787262923899,0.0042,0.0034
7,35,834,76.45606314092934,34.37654680826677,0.054394646260285576,0.042213037035255176,0.0503,0.0431
7,35,836,47.91230939240785,24.51090526768023,0.03408720007083671,0.0300984202282761,0.0345,0.0302
7,35,838,11.463141275838007,6.631179867509411,0.008155448882864201,0.008142826063823794,0.0079,0.0067
7,35,840,37.776049583169865,26.041648825555136,0.026875760662695248,0.031978112649404124,0.0266,0.0297
7,35,842,3.5981277584673874,1.9740041159755908,0.0025598870590601112,0.002423998818734904,0.0025,0.0024
7,35,844,348.5428578217409,239.27404833034487,0.2479707256547627,0.29381904820397353,0.2442,0.3151
7,35,846,27.08514871426013,14.079269528798648,0.019269722016731872,0.017288784977832462,0.0192,0.0163
7,35,848,58.71783938147407,37.45295701994352,0.04177479157455771,0.045990746847862606,0.0404,0.0512
7,35,854,1.5314710346818672,0.8865304664093858,0.0010895646697874316,0.0010886242768986339,0.0011,0.001
7,35,856,1.5012489095437358,0.8776750870234967,0.0010680631467088427,0.0010777502219779145,0.0011,0.001
7,35,858,19.525359430578483,9.97902763262842,0.013891311894696357,0.012253850434176783,0.0138,0.012
7,35,860,134.6783343133224,82.53422809584379,0.09581686596122854,0.10134876102355415,0.0984,0.1015
7,35,862,11.83426632608097,5.461445953269791,0.008419485703450766,0.0067064391771887236,0.0079,0.0067
7,35,864,0.842022467109298,0.4367843213026838,0.0005990566654890214,0.0005363538354915589,0.0006,0.0005
7,35,890,345.1930122365326,188.9351779063752,0.2455874788833704,0.23200491040322907,0.2544,0.2155
8,40,802,21.710613245825485,11.32019356317176,0.015128453074409907,0.013531782809884423,0.0155,0.0139
8,40,806,22.0188636433032,10.948365859402937,0.015343249018707173,0.013087312341952954,0.0155,0.0139
8,40,808,6.153667579283849,3.353520226339882,0.004288016655937331,0.004008686520963617,0.0045,0.0038
8,40,810,6.250968736124041,3.4686466477569913,0.004355818332871799,0.004146304815350719,0.0045,0.0038
8,40,816,1.8930548180434177,0.7455802322002719,0.0013191239997590641,0.0008912418072337687,0.0014,0.001
8,40,818,13.535998470420083,7.266276495126017,0.009432194077447782,0.008685865203621482,0.0096,0.0081
8,40,820,66.88416540029091,36.040557663858394,0.046606419921092324,0.043081683712641615,0.0478,0.0417
8,40,822,52.346590985551735,27.803052756951143,0.036476304762258105,0.033234844374287205,0.0382,0.0335
8,40,824,18.504036147880772,9.69841447794538,0.012894036634558228,0.011593162041217322,0.0138,0.0115
8,40,826,15.159354148485333,8.248223338020077,0.010563385533009692,0.009859651794349278,0.0113,0.0096
8,40,828,4.842444605456178,2.0329109825427345,0.0033743264250335886,0.0024300741620790285,0.0031,0.0024
8,40,830,36.57223029327682,17.199021585042743,0.02548436856912532,0.02055913826318919,0.0274,0.0206
8,40,832,5.894850324303858,2.806700563287672,0.004107666858698635,0.003355036486155955,0.0042,0.0034
8,40,834,71.22079829040761,37.83872541020741,0.04962828514600429,0.045231153619101114,0.0503,0.0431
8,40,836,47.81897143564198,25.46807552089243,0.033321355654002904,0.03044369026123705,0.0345,0.0302
8,40,838,11.42756419240986,6.132673375571821,0.007962988731924518,0.00733079374474469,0.0079,0.0067
8,40,840,35.722961466854414,25.61469251816035,0.024892578579473093,0.030618951342436355,0.0266,0.0297
8,40,842,3.5746228085221645,2.033545708332706,0.002490879129259102,0.002430832892173686,0.0025,0.0024
8,40,844,338.0541968701407,273.482100440607,0.23556391503315166,0.3269114052601417,0.2442,0.3151
8,40,846,27.859903433135294,13.702538319694938,0.019413419463258155,0.016379558481178346,0.0192,0.0163
8,40,848,55.30432461546614,41.1862662904342,0.03853732136828916,0.049232692628629,0.0404,0.0512
8,40,854,1.4916693646693462,0.7699793134152614,0.0010394294131822442,0.0009204076572627025,0.0011,0.001
8,40,856,1.6677504146175015,0.812292482572768,0.0011621267258408673,0.0009709874120912809,0.0011,0.001
8,40,858,19.193066668370335,9.73970855154937,0.013374168898812298,0.011642523603122276,0.0138,0.012
8,40,860,137.2280076418695,85.26216237065624,0.09562362198607952,0.10191955258206346,0.0984,0.1015
8,40,862,10.68234057702954,5.712342593003505,0.007443699830797275,0.006828344309911038,0.0079,0.0067
8,40,864,0.8394573108131475,0.4203961677736175,0.0005849531006245956,0.0005025275941329777,0.0006,0.0005
8,40,890,401.2323391519992,167.45638686047687,0.2795878930763913,0.200171794278848,0.2544,0.2155
9,45,802,22.253700515130795,11.491001363053307,0.015507416979315515,0.013822276269382776,0.0155,0.0139
9,45,806,22.083091438064848,11.186226479706853,0.015388528613009024,0.013455669173579227,0.0155,0.0139
9,45,808,6.334086899996344,3.3919333545006336,0.004413887329645587,0.004080083052116554,0.0045,0.0038
9,45,810,6.376749861879327,3.13744752739401,0.004443616872336351,0.0037739675711611622,0.0045,0.0038
9,45,816,1.8625690833696735,0.8259547724154813,0.0012979250533616364,0.0009935230785934246,0.0014,0.001
9,45,818,14.204732446190748,6.37208159540377,0.009898520426880011,0.00766483872379571,0.0096,0.0081
9,45,820,68.1629918511579,35.181172122756145,0.04749915352167569,0.042318668773722194,0.0478,0.0417
9,45,822,53.98274088333177,27.617945547250418,0.03761769293133892,0.03322102759244919,0.0382,0.0335
9,45,824,18.408292352195836,9.399843368765799,0.012827757126890042,0.011306867680806125,0.0138,0.0115
9,45,826,15.835986207235567,8.595653853781249,0.011035254169405173,0.010339525558230325,0.0113,0.0096
9,45,828,4.341734819686064,1.9901558641619455,0.0030255234277421178,0.0023939153172521485,0.0031,0.0024
9,45,830,39.20825405518049,17.616963777392805,0.027322141063739785,0.02119106356925274,0.0274,0.0206
9,45,832,5.833908835832644,2.7709144439053297,0.004065339913919401,0.0033330728761053526,0.0042,0.0034
9,45,834,70.05157192438725,36.158543493447695,0.04881520424656439,0.043494327593755114,0.0503,0.0431
9,45,836,47.679580949263446,25.277645021339254,0.03322535695474694,0.030405930857143385,0.0345,0.0302
9,45,838,11.019853674181142,6.105435013037098,0.0076791482774012125,0.0073440953341369734,0.0079,0.0067
9,45,840,37.04525444967647,24.726656035703336,0.025814862003080214,0.0297431581587314,0.0266,0.0297
9,45,842,3.267291734306824,1.8840576049415443,0.0022768013473766784,0.0022662920227879925,0.0025,0.0024
9,45,844,349.97401433291657,264.66195508816753,0.24387822458990183,0.3183561245572413,0.2442,0.3151
9,45,846,27.150394412074274,13.13383264289591,0.01891966178904242,0.015798402378546725,0.0192,0.0163
9,45,848,54.37698587580903,46.13002942564138,0.037892421239387956,0.055488811713668415,0.0404,0.0512
