node,FEEDER_REGA,FEEDER_REGB,FEEDER_REGC,VREG2_A,VREG2_B,VREG2_C,VREG3_A,VREG3_B,VREG3_C,VREG4_A,VREG4_B,VREG4_C
l2674051.1,3.474199755526412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3097861.3,0.0,0.0,5.359907699655291,0.0,0.0,0.0,0.0,0.0,0.9134076076977764,0.0,0.0,0.0
l2973153.1,8.768838463884336,0.0,0.0,1.824235849231902,0.0,0.0,4.303284389225702,0.0,0.0,0.0,0.0,0.0
l2898515.3,0.0,0.0,2.3052672125503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3235250.2,0.0,13.68932304827482,0.0,0.0,6.655520641691821,0.0,0.0,9.161762441665838,0.0,0.0,0.0,0.0
l2955081.1,3.4072116375735733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2973162.2,0.0,14.060259290638594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.551735956352389,0.0
l2860479.2,0.0,13.169771794686442,0.0,0.0,6.13596938810344,0.0,0.0,8.642211188077459,0.0,0.0,0.0,0.0
l2933135.1,3.823910533168457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2729414.1,10.978008955889472,0.0,0.0,4.033406341237042,0.0,0.0,6.512454881230841,0.0,0.0,0.0,0.0,0.0
l2729414.2,0.0,11.053901323733191,0.0,0.0,4.020098917150194,0.0,0.0,6.526340717124213,0.0,0.0,0.0,0.0
l2729414.3,0.0,0.0,10.971445130081625,0.0,0.0,4.051141510209167,0.0,0.0,6.524945038124109,0.0,0.0,0.0
l2729430.2,0.0,11.80129168454624,0.0,0.0,4.767489277963239,0.0,0.0,7.273731077937257,0.0,0.0,0.0,0.0
l2766742.2,0.0,12.009641938355108,0.0,0.0,4.975839531772107,0.0,0.0,7.482081331746126,0.0,0.0,0.0,0.0
l2860483.2,0.0,12.915273807137709,0.0,0.0,5.88147140055471,0.0,0.0,8.38771320052873,0.0,0.0,0.0,0.0
l2860490.1,10.144493139033818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.626122792509108,0.0,0.0
l3104134.3,0.0,0.0,10.24717782063514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74985413453726
l3048208.1,6.879628817581323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612584710566138,0.0,0.0
l2955047.1,4.291707925559379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2766721.1,6.297786824900571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3029183.2,0.0,16.263817814529606,0.0,0.0,9.230015407946606,0.0,0.0,11.736257207920625,0.0,0.0,0.0,0.0
l2710512.2,0.0,13.918474058734764,0.0,0.0,6.884671652151766,0.0,0.0,9.390913452125783,0.0,0.0,0.0,0.0
l3197645.1,10.844368757085048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325998410560339,0.0,0.0
l3235253.1,8.373732807378769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8553624608540609,0.0,0.0
l3214071.3,0.0,0.0,2.890822440198145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2860480.2,0.0,16.213850704569296,0.0,0.0,9.180048297986298,0.0,0.0,11.686290097960317,0.0,0.0,0.0,0.0
l2710517.1,13.174839425576495,0.0,0.0,6.230236810924065,0.0,0.0,8.709285350917863,0.0,0.0,0.0,0.0,0.0
l2935547.2,0.0,9.878216186207023,0.0,0.0,0.0,0.0,0.0,5.350655579598047,0.0,0.0,0.0,0.0
l3216336.1,10.8929668323344,0.0,0.0,3.948364217681966,0.0,0.0,6.427412757675764,0.0,0.0,0.0,0.0,0.0
l3142049.3,0.0,0.0,4.025794328548088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3010556.1,8.08954751514154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5711771686168294,0.0,0.0
l2991933.3,0.0,0.0,11.967211062386038,0.0,0.0,5.046907442513583,0.0,0.0,7.5207109704285235,0.0,0.0,0.0
l3122837.3,0.0,0.0,12.126911021560751,0.0,0.0,5.206607401688297,0.0,0.0,7.680410929603237,0.0,0.0,0.0
l2691936.1,11.02136134470397,0.0,0.0,4.076758730051537,0.0,0.0,6.555807270045336,0.0,0.0,0.0,0.0,0.0
l2897772.1,12.640991177247423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.122620830722713,0.0,0.0
l2766732.2,0.0,13.080868903588748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.572345569302541,0.0
l2989564.2,0.0,9.549699771337558,0.0,0.0,0.0,0.0,0.0,5.02213916472858,0.0,0.0,0.0,0.0
l2766726.2,0.0,14.407124500052475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.898601165766269,0.0
l3254237.1,4.880431035398923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2804262.1,9.138076461182724,0.0,0.0,2.193473846530291,0.0,0.0,4.67252238652409,0.0,0.0,0.0,0.0,0.0
l2841639.1,9.281291281679676,0.0,0.0,2.336688667027241,0.0,0.0,4.81573720702104,0.0,0.0,0.0,0.0,0.0
l2708744.2,0.0,4.199023223957884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2897790.3,0.0,0.0,6.569831309991355,0.0,0.0,0.0,0.0,0.0,2.123331218033841,0.0,0.0,0.0
l2935566.3,0.0,0.0,6.670996889030911,0.0,0.0,0.0,0.0,0.0,2.224496797073397,0.0,0.0,0.0
l3216337.1,10.879010616089069,0.0,0.0,3.9344080014366334,0.0,0.0,6.413456541430431,0.0,0.0,0.0,0.0,0.0
l3120503.1,17.563920974092348,0.0,0.0,10.619318359439918,0.0,0.0,13.098366899433715,0.0,0.0,0.0,0.0,0.0
l3215385.1,5.561516563051358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3215385.2,0.0,5.552639972384462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3215385.3,0.0,0.0,5.539722360672854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3157708.3,0.0,0.0,8.14555708214384,0.0,0.0,1.2252534622713842,0.0,0.0,3.699056990186326,0.0,0.0,0.0
l3048205.3,0.0,0.0,5.424213193131482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2673317.1,12.98352369196572,0.0,0.0,6.038921077313288,0.0,0.0,8.517969617307086,0.0,0.0,0.0,0.0,0.0
l3178981.2,0.0,10.007473643630563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4989503093443566,0.0
l2879794.1,3.1742047539374543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2785536.2,0.0,7.863500574208414,0.0,0.0,0.0,0.0,0.0,3.335939967599435,0.0,0.0,0.0,0.0
l3104114.2,0.0,12.477107170222684,0.0,0.0,5.4433047636396825,0.0,0.0,7.949546563613701,0.0,0.0,0.0,0.0
l2673308.2,0.0,9.953688243935224,0.0,0.0,2.9198858373522243,0.0,0.0,5.426127637326243,0.0,0.0,0.0,0.0
l2991939.2,0.0,10.07702159841984,0.0,0.0,3.0432191918368408,0.0,0.0,5.549460991810859,0.0,0.0,0.0,0.0
l2916606.3,0.0,0.0,5.201307568544968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2822864.3,0.0,0.0,5.319631791318716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3141397.2,0.0,13.024507237022789,0.0,0.0,5.990704830439789,0.0,0.0,8.496946630413808,0.0,0.0,0.0,0.0
l3649299.1,8.800681830913632,0.0,0.0,1.856079216261201,0.0,0.0,4.335127756255,0.0,0.0,0.0,0.0,0.0
l3048887.2,0.0,3.3739380521795117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2879072.2,0.0,13.061562581571396,0.0,0.0,6.027760174988398,0.0,0.0,8.534001974962415,0.0,0.0,0.0,0.0
l3235244.1,12.411468951530644,0.0,0.0,5.466866336878212,0.0,0.0,7.945914876872012,0.0,0.0,0.0,0.0,0.0
l2685805.1,11.142600621522943,0.0,0.0,4.197998006870513,0.0,0.0,6.677046546864312,0.0,0.0,0.0,0.0,0.0
l2786273.2,0.0,9.32730982546856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.818786491182353,0.0
l3254238.2,0.0,12.002679351591071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.494156017304865,0.0
l2897554.3,0.0,0.0,9.086543296662873,0.0,0.0,2.1662396767904157,0.0,0.0,4.640043204705356,0.0,0.0,0.0
l2897791.2,0.0,9.674226575389875,0.0,0.0,0.0,0.0,0.0,5.146665968780898,0.0,0.0,0.0,0.0
l2936214.1,4.089352053555845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3066810.3,0.0,0.0,10.666722009908302,0.0,0.0,3.7464183900358456,0.0,0.0,6.220221917950787,0.0,0.0,0.0
l2897769.3,0.0,0.0,10.91533980201139,0.0,0.0,3.995036182138935,0.0,0.0,6.468839710053876,0.0,0.0,0.0
l2858166.1,7.624622123136883,0.0,0.0,0.6800195084844504,0.0,0.0,3.1590680484782494,0.0,0.0,0.0,0.0,0.0
l3081380.1,2.1274865165714183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2804272.2,0.0,7.211270550044569,0.0,0.0,0.0,0.0,0.0,2.68370994343559,0.0,0.0,0.0,0.0
l2841641.2,0.0,7.325405024388366,0.0,0.0,0.0,0.0,0.0,2.7978444177793875,0.0,0.0,0.0,0.0
l3216348.1,15.903163801383323,0.0,0.0,8.958561186730892,0.0,0.0,11.43760972672469,0.0,0.0,0.0,0.0,0.0
l2841627.1,16.254147906764786,0.0,0.0,9.309545292112352,0.0,0.0,11.78859383210615,0.0,0.0,0.0,0.0,0.0
l2916599.1,10.210281752046424,0.0,0.0,3.265679137393992,0.0,0.0,5.74472767738779,0.0,0.0,0.0,0.0,0.0
l2954349.2,0.0,14.088148208297412,0.0,0.0,7.054345801714415,0.0,0.0,9.560587601688432,0.0,0.0,0.0,0.0
l3235246.2,0.0,13.770416945616429,0.0,0.0,6.73661453903343,0.0,0.0,9.24285633900745,0.0,0.0,0.0,0.0
l2711224.2,0.0,3.436057337965524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3122817.3,0.0,0.0,10.536327160523788,0.0,0.0,3.616023540651331,0.0,0.0,6.089827068566272,0.0,0.0,0.0
l2861223.2,0.0,1.3867859209933306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3085396.1,10.343699648397669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8253293018729577,0.0,0.0
l3160865.1,2.348706241247752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2673323.3,0.0,0.0,12.318669259925784,0.0,0.0,5.398365640053327,0.0,0.0,7.872169167968268,0.0,0.0,0.0
l2822869.1,8.679496888151666,0.0,0.0,1.7348942734992328,0.0,0.0,4.213942813493032,0.0,0.0,0.0,0.0,0.0
l2729410.3,0.0,0.0,8.892996676928373,0.0,0.0,1.9726930570559185,0.0,0.0,4.44649658497086,0.0,0.0,0.0
l3178978.1,13.645605906638584,0.0,0.0,6.70100329198615,0.0,0.0,9.180051831979949,0.0,0.0,0.0,0.0,0.0
l3066805.1,12.213180816857424,0.0,0.0,5.26857820220499,0.0,0.0,7.74762674219879,0.0,0.0,0.0,0.0,0.0
l3216358.1,9.859047663271689,0.0,0.0,2.914445048619252,0.0,0.0,5.393493588613051,0.0,0.0,0.0,0.0,0.0
l2804259.1,14.319689425039634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.801319078514924,0.0,0.0
l2879767.2,0.0,3.221070962932756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3066809.3,0.0,0.0,10.255683541626372,0.0,0.0,3.3353799217539155,0.0,0.0,5.809183449668858,0.0,0.0,0.0
l2954338.2,0.0,12.633380946624136,0.0,0.0,5.599578540041135,0.0,0.0,8.105820340015153,0.0,0.0,0.0,0.0
l2841648.1,15.852185618321524,0.0,0.0,8.907583003669092,0.0,0.0,11.38663154366289,0.0,0.0,0.0,0.0,0.0
l2954347.2,0.0,12.24950847239199,0.0,0.0,5.215706065808988,0.0,0.0,7.721947865783006,0.0,0.0,0.0,0.0
l3027124.3,0.0,0.0,6.294660091966263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2691948.2,0.0,14.62793183381124,0.0,0.0,7.594129427228243,0.0,0.0,10.10037122720226,0.0,0.0,0.0,0.0
l2710542.2,0.0,11.733460280983168,0.0,0.0,4.699657874400167,0.0,0.0,7.205899674374185,0.0,0.0,0.0,0.0
l2917330.1,3.3915825531413764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2861222.1,3.563289130968451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2878848.3,0.0,0.0,8.720291526841974,0.0,0.0,1.799987906969517,0.0,0.0,4.273791434884458,0.0,0.0,0.0
l3177665.1,9.30858630582972,0.0,0.0,2.3639836911772885,0.0,0.0,4.843032231171088,0.0,0.0,0.0,0.0,0.0
l2805036.2,0.0,9.66162286493199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1530995306457847,0.0
l2692654.1,3.092826436687077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3141400.1,5.58704732255449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3048210.1,15.05601042860146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53764008207675,0.0,0.0
l3214055.3,0.0,0.0,14.367810003715622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.870486317617739
l2936279.3,0.0,0.0,4.123904350094933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2841634.2,0.0,16.055155732475978,0.0,0.0,9.02135332589298,0.0,0.0,11.527595125866997,0.0,0.0,0.0,0.0
l3010570.1,14.504863837458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.986493490933289,0.0,0.0
l2879061.2,0.0,12.848975849108916,0.0,0.0,5.815173442525917,0.0,0.0,8.321415242499935,0.0,0.0,0.0,0.0
l2891575.3,0.0,0.0,8.05197783930177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2897793.1,6.714825056461717,0.0,0.0,0.0,0.0,0.0,2.249270981803084,0.0,0.0,0.0,0.0,0.0
l3197637.3,0.0,0.0,7.777797105356253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2804734192583722
l3197635.2,0.0,13.607165307343813,0.0,0.0,6.573362900760815,0.0,0.0,9.079604700734832,0.0,0.0,0.0,0.0
l2804257.2,0.0,13.61685199324878,0.0,0.0,6.583049586665777,0.0,0.0,9.089291386639797,0.0,0.0,0.0,0.0
l2860485.2,0.0,13.702204918605238,0.0,0.0,6.668402512022235,0.0,0.0,9.174644311996255,0.0,0.0,0.0,0.0
l3235945.3,0.0,0.0,5.214354571911682,0.0,0.0,0.0,0.0,0.0,0.767854479954167,0.0,0.0,0.0
l2842330.3,0.0,0.0,5.27569244554311,0.0,0.0,0.0,0.0,0.0,0.8291923535855952,0.0,0.0,0.0
l2804254.1,12.354479028747798,0.0,0.0,5.409876414095364,0.0,0.0,7.8889249540891635,0.0,0.0,0.0,0.0,0.0
l2710509.3,0.0,0.0,6.189068003211993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2763072.2,0.0,15.49638315158816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.987859817301953,0.0
l3010560.2,0.0,9.557697265148716,0.0,0.0,2.5238948585657166,0.0,0.0,5.030136658539735,0.0,0.0,0.0,0.0
l3254219.3,0.0,0.0,10.387052084538675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8897283984407935
l3254220.3,0.0,0.0,10.4792199550512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.981896268953318
l2691951.3,0.0,0.0,7.380284672727268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8829609866293877
l2841636.2,0.0,14.77987150013366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271348165847455,0.0
l2990826.1,5.550346124338179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2990826.2,0.0,5.516801647182031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2990826.3,0.0,0.0,5.451176669070421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2911069.2,0.0,14.592721562759172,0.0,0.0,7.558919156176172,0.0,0.0,10.065160956150187,0.0,0.0,0.0,0.0
l2948732.2,0.0,14.910331948524176,0.0,0.0,7.876529541941176,0.0,0.0,10.382771341915191,0.0,0.0,0.0,0.0
l2876797.1,11.17998224744966,0.0,0.0,4.235379632797226,0.0,0.0,6.714428172791026,0.0,0.0,0.0,0.0,0.0
l3254227.2,0.0,6.929170809889803,0.0,0.0,0.0,0.0,0.0,2.401610203280824,0.0,0.0,0.0,0.0
