node,mae_real_pu,mae_cvnn_pu,n_valid
l2916625.2,0.004530715756118298,0.00431801937520504,288
l2691942.2,0.004530621226876974,0.004316536709666252,288
l3254211.2,0.004530547186732292,0.004317860119044781,288
l3139598.2,0.004530331119894981,0.004317981656640768,288
l3119793.2,0.004530324134975672,0.004317941144108772,288
l2879065.2,0.004530241247266531,0.004316141828894615,288
l2785520.2,0.004530191421508789,0.004319145809859037,288
l2748130.2,0.004529327154159546,0.004322230350226164,288
l2841620.2,0.00452923821285367,0.004321050830185413,288
l2785528.2,0.004529006779193878,0.004322332330048084,288
l3254212.2,0.004529000725597143,0.0043219770304858685,288
l3066818.2,0.004528948571532965,0.004325569607317448,288
l3178981.2,0.004528778605163097,0.004324988462030888,288
l2691946.2,0.004528617486357689,0.004390465095639229,288
l2673305.2,0.004527593031525612,0.004389200825244188,288
l3179699.2,0.004527019336819649,0.00438675144687295,288
l2729405.2,0.004526754375547171,0.004387123975902796,288
l3048196.2,0.004526542499661446,0.0043888515792787075,288
l2785516.2,0.0045264046639204025,0.004387516062706709,288
l2786273.2,0.0045261504128575325,0.004386880900710821,288
l2879752.2,0.004526146687567234,0.004386116284877062,288
l2805036.2,0.004525897558778524,0.0043867179192602634,288
l3195318.2,0.004525562282651663,0.004386755637824535,288
l3142078.2,0.0045255208387970924,0.004386734217405319,288
l3104120.2,0.004523592535406351,0.004340272396802902,288
l3141394.2,0.0044793360866606236,0.00435549346730113,288
l2936213.2,0.0044784327037632465,0.004355743061751127,288
l2973158.3,0.0040490636602044106,0.003911835141479969,288
l2841638.3,0.004048855975270271,0.003926614299416542,288
l2860492.3,0.004048462491482496,0.0039267148822546005,288
l3254220.3,0.004047890193760395,0.003928884398192167,288
l3104134.3,0.004047553054988384,0.003928925842046738,288
l3214055.3,0.0040473127737641335,0.0039286380633711815,288
l3254219.3,0.0040471917018294334,0.003929106518626213,288
l3254210.3,0.004045296926051378,0.003920157440006733,288
l3216370.3,0.004045037552714348,0.003929284401237965,288
l2991911.3,0.004044662695378065,0.003910167142748833,288
l3178997.3,0.004044592846184969,0.003929138649255037,288
l3178980.3,0.004044318571686745,0.003929456230252981,288
l2804261.3,0.004044267814606428,0.0039292313158512115,288
l2710510.3,0.004044016823172569,0.003918341360986233,288
l2766750.3,0.004043862223625183,0.003929703030735254,288
l2897779.3,0.004043693654239178,0.0039292280562222,288
l3197628.3,0.004043678753077984,0.0039182002656161785,288
l3104157.3,0.004043588414788246,0.003929558675736189,288
l2673346.3,0.0040434072725474834,0.003929332364350557,288
l2766718.3,0.004043033812195063,0.003916364628821611,288
293471.3,0.004042608197778463,0.0039298636838793755,288
l2991921.3,0.004041861277073622,0.003930366598069668,288
l3197637.3,0.004041651729494333,0.003912117797881365,288
l2841637.3,0.004041548818349838,0.003930465783923864,288
l3048230.3,0.004041539505124092,0.003930273931473494,288
l2860487.3,0.004041499458253384,0.003911248873919249,288
l2991943.3,0.004041437525302172,0.003930367529392242,288
l3254205.3,0.0040406049229204655,0.003930419217795134,288
l2954352.3,0.004040283616632223,0.00391011219471693,288
l2841629.3,0.0040401797741651535,0.003909894730895758,288
l3216347.3,0.00404005590826273,0.003909816034138203,288
l2841630.3,0.004039890598505735,0.00391001533716917,288
l2691951.3,0.004039732739329338,0.00390978716313839,288
l2785523.3,0.004039263352751732,0.0039099715650081635,288
l3141388.3,0.004038918297737837,0.003909762017428875,288
l3626914.3,0.0040382687002420425,0.003909769468009472,288
l2879076.3,0.004038216546177864,0.003909694962203503,288
l3263051.3,0.004037430509924889,0.003909245133399963,288
l2972704.3,0.004037285223603249,0.0039095282554626465,288
l2727795.3,0.00403716042637825,0.0039092497900128365,288
l2785525.3,0.004036890342831612,0.00390934944152832,288
l3066801.3,0.0040367236360907555,0.003909405320882797,288
l2724120.3,0.0040359292179346085,0.003909624647349119,288
l2691950.3,0.004035906866192818,0.003909033257514238,288
l2879055.3,0.004035843536257744,0.00390937365591526,288
l2973144.3,0.004035716876387596,0.00390964187681675,288
l2916609.3,0.004035707097500563,0.0039094057865440845,288
l2785518.3,0.0040352498181164265,0.003909609746187925,288
l3029503.3,0.004035230726003647,0.003909021615982056,288
l2766717.3,0.004034845158457756,0.00390953104943037,288
l2673309.3,0.004034768790006638,0.003909326158463955,288
l3104126.3,0.004034129902720451,0.003909074701368809,288
l2785524.3,0.004033854231238365,0.003909115679562092,288
l2897775.3,0.004033513832837343,0.003909060265868902,288
l3010565.3,0.004033473785966635,0.00390914361923933,288
l2879073.3,0.00403194036334753,0.003909224644303322,288
l2691945.3,0.004030852112919092,0.003909536637365818,288
l3010567.3,0.004030328243970871,0.0039095631800591946,288
l3160105.3,0.004029160365462303,0.003909581806510687,288
l3235251.3,0.00402855733409524,0.003909899387508631,288
l3178977.3,0.004028474912047386,0.00390966422855854,288
l3010566.3,0.004027613438665867,0.003909897990524769,288
l2954350.3,0.004027495626360178,0.003910144325345755,288
l2841626.3,0.004027271643280983,0.003909872379153967,288
l2841625.3,0.004027076531201601,0.003910185769200325,288
l3235266.3,0.004026743583381176,0.003910070285201073,288
l2954351.3,0.004025500267744064,0.0039104982279241085,288
l2860486.3,0.004025237634778023,0.003910505212843418,288
l3254215.3,0.004025118891149759,0.003910497296601534,288
l2748133.3,0.004025094211101532,0.003910415805876255,288
l2897776.3,0.004024859517812729,0.003910459112375975,288
l3141399.3,0.004024831112474203,0.003910542000085115,288
l3122819.3,0.004024821799248457,0.0039102681912481785,288
l3085400.3,0.004024792462587357,0.003910603001713753,288
l3085399.3,0.004024330526590347,0.003910436760634184,288
l3101782.1,0.0038098793011158705,0.003382043680176139,288
l2748781.1,0.00380969257093966,0.003382396185770631,288
l2955047.1,0.003809636691585183,0.0033849317114800215,288
l2748780.1,0.003809231799095869,0.003382781520485878,288
l2823545.1,0.0038086092099547386,0.0033821871038526297,288
l3195321.1,0.0038085479754954576,0.003382942406460643,288
l2823544.1,0.003808471839874983,0.0033825808204710484,288
l3011229.1,0.003807760775089264,0.0033828685991466045,288
l3235946.1,0.003807487664744258,0.0033831996843218803,288
l3108449.1,0.00380740687251091,0.0033835137728601694,288
l2767342.1,0.003807022236287594,0.0033830280881375074,288
l3065665.1,0.0038062753155827522,0.003383592702448368,288
l3027122.1,0.0038050701841712,0.003384037408977747,288
l2936214.1,0.003784248372539878,0.0033790012821555138,288
l2804956.1,0.003783927299082279,0.0033790417946875095,288
l2936212.1,0.0037731160409748554,0.0033766322303563356,288
l3067447.1,0.0037724317517131567,0.003376597072929144,288
l2933135.1,0.00376711692661047,0.0033757661003619432,288
l3232902.1,0.0037658479996025562,0.003375106956809759,288
l2973791.1,0.003756773890927434,0.0033735556062310934,288
l2859403.1,0.003755364567041397,0.0033727881964296103,288
l3254237.1,0.003745683468878269,0.0033714526798576117,288
l2990826.1,0.0037455176934599876,0.0033719316124916077,288
l3214549.1,0.003745454829186201,0.003370087593793869,288
l2896685.1,0.0037454450502991676,0.003371905069798231,288
l2821087.1,0.0037450988311320543,0.0033698035404086113,288
l2915542.1,0.0037450583186000586,0.0033711555879563093,288
l2802481.1,0.0037450334057211876,0.003369989339262247,288
l2728247.1,0.0037448331713676453,0.0033715430181473494,288
l3027671.1,0.0037447751965373755,0.0033697932958602905,288
l2990098.1,0.0037444995250552893,0.0033705609384924173,288
l3215203.1,0.003744489513337612,0.0033715558238327503,288
l2803199.1,0.0037442361935973167,0.003371261525899172,288
l3233412.1,0.0037440736778080463,0.003370152786374092,288
l3067478.1,0.003735347418114543,0.003370006335899234,288
l2767340.1,0.003726636292412877,0.0033684037625789642,288
l2898457.1,0.0037254723720252514,0.0033688026014715433,288
l3029502.1,0.003718392690643668,0.00339134712703526,288
l3160107.1,0.0037077334709465504,0.0033872139174491167,288
l2673316.1,0.0037022579926997423,0.003386714495718479,288
l2841628.1,0.003702197689563036,0.003386322408914566,288
l2766721.1,0.0036976689007133245,0.0033855540677905083,288
l2991906.1,0.003697116393595934,0.003385119838640094,288
l3215385.1,0.0036967163905501366,0.00338543183170259,288
l3141400.1,0.003696621395647526,0.0033858749084174633,288
l3104128.1,0.0036965245380997658,0.0033856621012091637,288
l2673315.1,0.003696381114423275,0.0033857570961117744,288
l3047289.1,0.0036963128950446844,0.003385656513273716,288
l2879054.1,0.0036962537560611963,0.0033851254265755415,288
l2991912.1,0.003696172498166561,0.0033856506925076246,288
l3251799.1,0.0036573277320712805,0.003363019786775112,288
l2879773.1,0.0036490331403911114,0.0033915305975824594,288
l2955081.1,0.003642135299742222,0.0033886851742863655,288
l2989565.1,0.003637720365077257,0.0033869128674268723,288
l2674051.1,0.0036376863718032837,0.003386792726814747,288
l2692654.1,0.0036209772806614637,0.003378908848389983,288
l2842379.1,0.0036208529490977526,0.0033791521564126015,288
l2992624.1,0.0036199581809341908,0.0033784478437155485,288
l2955074.1,0.0036099478602409363,0.0033739106729626656,288
l3048962.1,0.0036076190881431103,0.0033612451516091824,288
l2917330.1,0.0036073927767574787,0.0033713786397129297,288
l2879794.1,0.0036073338706046343,0.0033717358019202948,288
l2917359.1,0.003607044229283929,0.0033716419711709023,288
l2992657.1,0.0036067208275198936,0.0033715341705828905,288
l2861222.1,0.0036067035980522633,0.0033709213603287935,288
l2936271.1,0.0036063294392079115,0.003372322302311659,288
l3198348.1,0.0035976655781269073,0.003360864007845521,288
l3160865.1,0.003591768443584442,0.003366935532540083,288
l3081380.1,0.003581259399652481,0.0033627059310674667,288
l2955076.1,0.003577618859708309,0.0033605664502829313,288
l2692660.1,0.003577525494620204,0.00336069636978209,288
l2955078.1,0.003577024908736348,0.0033607487566769123,288
l2805034.1,0.003540788311511278,0.0033544395118951797,288
l2842383.1,0.003516722936183214,0.003348797792568803,288
l2917333.1,0.0035031710285693407,0.0033449800685048103,288
l2786266.1,0.0034978119656443596,0.003343605436384678,288
l2692661.1,0.0034872484393417835,0.0033408047165721655,288
l2730187.1,0.0034869962837547064,0.0033407306764274836,288
l3104856.1,0.003486497560516,0.003340664319694042,288
l2898522.1,0.0034864533226937056,0.003340852679684758,288
l2992656.1,0.003486311761662364,0.0033405551221221685,288
l2839305.1,0.003485596738755703,0.0033408307936042547,288
l3086098.1,0.0034644752740859985,0.003334982553496957,288
l3254869.2,0.0033824590500444174,0.0031349025666713715,288
l3179650.2,0.0033824185375124216,0.003127399832010269,288
l2767340.2,0.003382264170795679,0.003132362151518464,288
l2798067.2,0.0033819423988461494,0.0031353195663541555,288
l3179607.2,0.0033819368109107018,0.0031340448185801506,288
l3048887.2,0.0033816529903560877,0.003133798250928521,288
l3216988.2,0.003381584770977497,0.003133778925985098,288
l3029055.2,0.003381576156243682,0.0031349938362836838,288
l3179646.2,0.0033814464695751667,0.003119721543043852,288
l2955005.2,0.003381329122930765,0.0031340187415480614,288
l2989566.2,0.0033812932670116425,0.0031284119468182325,288
l2708744.2,0.0033809959422796965,0.0031266186852008104,288
l2674027.2,0.0033808851148933172,0.0031193180475383997,288
l2690187.2,0.0033804774284362793,0.0031260051764547825,288
l2915542.2,0.0033803037367761135,0.003125934163108468,288
l2952003.2,0.003380278591066599,0.003126337192952633,288
l2803199.2,0.0033798993099480867,0.003126016817986965,288
l2802480.2,0.00337974913418293,0.0031250668689608574,288
l2990826.2,0.0033795961644500494,0.003125496208667755,288
l3027670.2,0.0033795712515711784,0.003125362331047654,288
l2728247.2,0.0033794317860156298,0.003125313203781843,288
l2896685.2,0.003379417583346367,0.0031252140179276466,288
l3233413.2,0.0033791724126785994,0.0031241944525390863,288
l3102286.2,0.0033791668247431517,0.0031243504490703344,288
l3215203.2,0.003379108849912882,0.003125563496723771,288
l3252336.2,0.0033790157176554203,0.0031246414873749018,288
l3234149.1,0.003374560037627816,0.0033028738107532263,288
l2861219.2,0.003374282270669937,0.00314471498131752,288
l2767409.2,0.0033742242958396673,0.003143168054521084,288
l3082988.2,0.0033741246443241835,0.0031433585099875927,288
l2711226.2,0.0033739740028977394,0.003145290771499276,288
l3160868.2,0.003373869229108095,0.003143566194921732,288
l3139366.1,0.0033738091588020325,0.003303991397842765,288
l3217064.2,0.003373808227479458,0.003143402049317956,288
l3254915.2,0.003373483894392848,0.0031447361689060926,288
l3142079.2,0.00337347574532032,0.0031391242519021034,288
l3068944.2,0.0033733181189745665,0.003139299340546131,288
l3048963.2,0.0033732568845152855,0.0031448209192603827,288
l3160864.2,0.0033731816802173853,0.003144865622743964,288
l3048965.2,0.0033731753937900066,0.003151699434965849,288
l2917310.2,0.0033731339499354362,0.003138770582154393,288
l2748839.2,0.003373075509443879,0.003138949628919363,288
l3142098.2,0.0033730105496942997,0.0031391035299748182,288
l2955055.2,0.003372980747371912,0.003138698637485504,288
l2879753.2,0.0033729420974850655,0.0031390783842653036,288
l2879767.2,0.0033728377893567085,0.0031394066754728556,288
l2767407.2,0.0033728100825101137,0.00313945603556931,288
l3011293.1,0.0033726526889950037,0.003305952064692974,288
l2897771.2,0.0033726056572049856,0.0031334818340837955,288
l2711224.2,0.0033725991379469633,0.003139183856546879,288
l2917328.2,0.003372363280504942,0.0031392094679176807,288
l3198355.2,0.003372262232005596,0.0031334443483501673,288
l2711234.2,0.003372188424691558,0.0031336573883891106,288
l3104859.2,0.003372084815055132,0.003133531892672181,288
l3236011.2,0.003371990518644452,0.003133641090244055,288
l3198358.2,0.003371827071532607,0.003133463440462947,288
l3179678.2,0.003367384197190404,0.0031226854771375656,288
l2688692.2,0.0033605126664042473,0.003114087739959359,288
l3215385.2,0.0033544846810400486,0.003110327059403062,288
l3047289.2,0.0033542586024850607,0.003110589226707816,288
l3104125.2,0.003347574034705758,0.0031092651188373566,288
l3030204.1,0.0033472238574177027,0.003296313574537635,288
l2823611.1,0.0033355222549289465,0.0032909358851611614,288
l2936270.1,0.0032838520128279924,0.0032644947059452534,288
l3086078.1,0.0032830582931637764,0.0032645571045577526,288
l3217056.1,0.003283024299889803,0.0032643238082528114,288
l3217057.1,0.0032829700503498316,0.0032643857412040234,288
l3159037.2,0.003278481774032116,0.0035670241340994835,288
l3234185.2,0.0032782936468720436,0.0035675514955073595,288
l2748124.2,0.003278278512880206,0.0035664928145706654,288
l2690941.2,0.003278277814388275,0.003567182458937168,288
l3065750.2,0.0032781062182039022,0.0035676690749824047,288
l2710504.2,0.003277367679402232,0.0035649107303470373,288
l2726975.2,0.0032771360129117966,0.0035636085085570812,288
l2710513.2,0.0032758538145571947,0.0035598240792751312,288
l3448661.2,0.0032754342537373304,0.003559964010491967,288
l2710505.2,0.0032753883861005306,0.003559505334123969,288
l2822860.2,0.0032753683626651764,0.00355893955565989,288
l2691943.2,0.003275359282270074,0.0035600056871771812,288
l2860480.2,0.003275270340964198,0.003558961907401681,288
l3048199.2,0.0032751448452472687,0.0035583542194217443,288
l3178974.2,0.0032751336693763733,0.003559557953849435,288
l2954346.2,0.003274932038038969,0.0035585621371865273,288
l3197624.2,0.0032749255187809467,0.0035580561961978674,288
l3254203.2,0.0032749054953455925,0.003558291355147958,288
l2710508.2,0.003274784190580249,0.003558865748345852,288
l2710512.2,0.0032740612514317036,0.003555422415956855,288
l2973149.2,0.0032732137478888035,0.0035541588440537453,288
l3122810.2,0.0032731846440583467,0.0035543690901249647,288
l3235246.2,0.0032731189858168364,0.0035536165814846754,288
l2785512.2,0.0032730535604059696,0.0035539930686354637,288
l2916603.2,0.003272851463407278,0.003552477341145277,288
l2684420.2,0.0032728074584156275,0.0035534463822841644,288
l2673320.2,0.003272468689829111,0.003556959331035614,288
l3048209.2,0.0032723858021199703,0.0035569481551647186,288
l2991915.2,0.003272242844104767,0.003556785173714161,288
l3029183.2,0.0032721508760005236,0.0035566994920372963,288
l2841634.2,0.0032719848677515984,0.0035569453611969948,288
l2897765.2,0.0032719795126467943,0.003550741821527481,288
l2991916.2,0.003271953435614705,0.003556000767275691,288
